Job,Production_Plan_ID,Operation,Machine,Processing Time,Arrival,Ready Time
3659,0,9,M09,21,260260,260640
3660,3,0,M01,81,260404,260640
3660,3,1,M02,95,260404,260640
3660,3,2,M00,71,260404,260640
3660,3,3,M04,99,260404,260640
3660,3,4,M06,9,260404,260640
3660,3,5,M08,52,260404,260640
3660,3,6,M07,85,260404,260640
3660,3,7,M03,98,260404,260640
3660,3,8,M09,22,260404,260640
3660,3,9,M05,43,260404,260640
3661,5,0,M02,84,260432,260640
3661,5,1,M01,2,260432,260640
3661,5,2,M05,52,260432,260640
3661,5,3,M03,95,260432,260640
3661,5,4,M08,48,260432,260640
3661,5,5,M09,72,260432,260640
3661,5,6,M00,47,260432,260640
3661,5,7,M06,65,260432,260640
3661,5,8,M04,6,260432,260640
3661,5,9,M07,25,260432,260640
3662,7,0,M02,31,260624,260640
3662,7,1,M00,86,260624,260640
3662,7,2,M01,46,260624,260640
3662,7,3,M05,74,260624,260640
3662,7,4,M04,32,260624,260640
3662,7,5,M06,88,260624,260640
3662,7,6,M08,19,260624,260640
3662,7,7,M09,48,260624,260640
3662,7,8,M07,36,260624,260640
3662,7,9,M03,79,260624,260640
3663,1,0,M00,43,260727,262080
3663,1,1,M02,90,260727,262080
3663,1,2,M04,75,260727,262080
3663,1,3,M09,11,260727,262080
3663,1,4,M03,69,260727,262080
3663,1,5,M01,28,260727,262080
3663,1,6,M06,46,260727,262080
3663,1,7,M05,46,260727,262080
3663,1,8,M07,72,260727,262080
3663,1,9,M08,30,260727,262080
3664,0,0,M00,29,260824,262080
3664,0,1,M01,78,260824,262080
3664,0,2,M02,9,260824,262080
3664,0,3,M03,36,260824,262080
3664,0,4,M04,49,260824,262080
3664,0,5,M05,11,260824,262080
3664,0,6,M06,62,260824,262080
3664,0,7,M07,56,260824,262080
3664,0,8,M08,44,260824,262080
3664,0,9,M09,21,260824,262080
3665,2,0,M01,91,260889,262080
3665,2,1,M00,85,260889,262080
3665,2,2,M03,39,260889,262080
3665,2,3,M02,74,260889,262080
3665,2,4,M08,90,260889,262080
3665,2,5,M05,10,260889,262080
3665,2,6,M07,12,260889,262080
3665,2,7,M06,89,260889,262080
3665,2,8,M09,45,260889,262080
3665,2,9,M04,33,260889,262080
3666,4,0,M02,14,260925,262080
3666,4,1,M00,6,260925,262080
3666,4,2,M01,22,260925,262080
3666,4,3,M05,61,260925,262080
3666,4,4,M03,26,260925,262080
3666,4,5,M04,69,260925,262080
3666,4,6,M08,21,260925,262080
3666,4,7,M07,49,260925,262080
3666,4,8,M09,72,260925,262080
3666,4,9,M06,53,260925,262080
3667,8,0,M00,76,260998,262080
3667,8,1,M01,69,260998,262080
3667,8,2,M03,76,260998,262080
3667,8,3,M05,51,260998,262080
3667,8,4,M02,85,260998,262080
3667,8,5,M09,11,260998,262080
3667,8,6,M06,40,260998,262080
3667,8,7,M07,89,260998,262080
3667,8,8,M04,26,260998,262080
3667,8,9,M08,74,260998,262080
3668,9,0,M01,85,261044,262080
3668,9,1,M00,13,261044,262080
3668,9,2,M02,61,261044,262080
3668,9,3,M06,7,261044,262080
3668,9,4,M08,64,261044,262080
3668,9,5,M09,76,261044,262080
3668,9,6,M05,47,261044,262080
3668,9,7,M03,52,261044,262080
3668,9,8,M04,90,261044,262080
3668,9,9,M07,45,261044,262080
3669,6,0,M01,46,261128,262080
3669,6,1,M00,37,261128,262080
3669,6,2,M03,61,261128,262080
3669,6,3,M02,13,261128,262080
3669,6,4,M06,32,261128,262080
3669,6,5,M05,21,261128,262080
3669,6,6,M09,32,261128,262080
3669,6,7,M08,89,261128,262080
3669,6,8,M07,30,261128,262080
3669,6,9,M04,55,261128,262080
3670,7,0,M02,31,261138,262080
3670,7,1,M00,86,261138,262080
3670,7,2,M01,46,261138,262080
3670,7,3,M05,74,261138,262080
3670,7,4,M04,32,261138,262080
3670,7,5,M06,88,261138,262080
3670,7,6,M08,19,261138,262080
3670,7,7,M09,48,261138,262080
3670,7,8,M07,36,261138,262080
3670,7,9,M03,79,261138,262080
3671,9,0,M01,85,261378,262080
3671,9,1,M00,13,261378,262080
3671,9,2,M02,61,261378,262080
3671,9,3,M06,7,261378,262080
3671,9,4,M08,64,261378,262080
3671,9,5,M09,76,261378,262080
3671,9,6,M05,47,261378,262080
3671,9,7,M03,52,261378,262080
3671,9,8,M04,90,261378,262080
3671,9,9,M07,45,261378,262080
3672,0,0,M00,29,261461,262080
3672,0,1,M01,78,261461,262080
3672,0,2,M02,9,261461,262080
3672,0,3,M03,36,261461,262080
3672,0,4,M04,49,261461,262080
3672,0,5,M05,11,261461,262080
3672,0,6,M06,62,261461,262080
3672,0,7,M07,56,261461,262080
3672,0,8,M08,44,261461,262080
3672,0,9,M09,21,261461,262080
3673,5,0,M02,84,261480,262080
3673,5,1,M01,2,261480,262080
3673,5,2,M05,52,261480,262080
3673,5,3,M03,95,261480,262080
3673,5,4,M08,48,261480,262080
3673,5,5,M09,72,261480,262080
3673,5,6,M00,47,261480,262080
3673,5,7,M06,65,261480,262080
3673,5,8,M04,6,261480,262080
3673,5,9,M07,25,261480,262080
3674,3,0,M01,81,261546,262080
3674,3,1,M02,95,261546,262080
3674,3,2,M00,71,261546,262080
3674,3,3,M04,99,261546,262080
3674,3,4,M06,9,261546,262080
3674,3,5,M08,52,261546,262080
3674,3,6,M07,85,261546,262080
3674,3,7,M03,98,261546,262080
3674,3,8,M09,22,261546,262080
3674,3,9,M05,43,261546,262080
3675,8,0,M00,76,261578,262080
3675,8,1,M01,69,261578,262080
3675,8,2,M03,76,261578,262080
3675,8,3,M05,51,261578,262080
3675,8,4,M02,85,261578,262080
3675,8,5,M09,11,261578,262080
3675,8,6,M06,40,261578,262080
3675,8,7,M07,89,261578,262080
3675,8,8,M04,26,261578,262080
3675,8,9,M08,74,261578,262080
3676,2,0,M01,91,261749,262080
3676,2,1,M00,85,261749,262080
3676,2,2,M03,39,261749,262080
3676,2,3,M02,74,261749,262080
3676,2,4,M08,90,261749,262080
3676,2,5,M05,10,261749,262080
3676,2,6,M07,12,261749,262080
3676,2,7,M06,89,261749,262080
3676,2,8,M09,45,261749,262080
3676,2,9,M04,33,261749,262080
3677,6,0,M01,46,261753,262080
3677,6,1,M00,37,261753,262080
3677,6,2,M03,61,261753,262080
3677,6,3,M02,13,261753,262080
3677,6,4,M06,32,261753,262080
3677,6,5,M05,21,261753,262080
3677,6,6,M09,32,261753,262080
3677,6,7,M08,89,261753,262080
3677,6,8,M07,30,261753,262080
3677,6,9,M04,55,261753,262080
3678,4,0,M02,14,261779,262080
3678,4,1,M00,6,261779,262080
3678,4,2,M01,22,261779,262080
3678,4,3,M05,61,261779,262080
3678,4,4,M03,26,261779,262080
3678,4,5,M04,69,261779,262080
3678,4,6,M08,21,261779,262080
3678,4,7,M07,49,261779,262080
3678,4,8,M09,72,261779,262080
3678,4,9,M06,53,261779,262080
3679,1,0,M00,43,261785,262080
3679,1,1,M02,90,261785,262080
3679,1,2,M04,75,261785,262080
3679,1,3,M09,11,261785,262080
3679,1,4,M03,69,261785,262080
3679,1,5,M01,28,261785,262080
3679,1,6,M06,46,261785,262080
3679,1,7,M05,46,261785,262080
3679,1,8,M07,72,261785,262080
3679,1,9,M08,30,261785,262080
3680,5,0,M02,84,261944,262080
3680,5,1,M01,2,261944,262080
3680,5,2,M05,52,261944,262080
3680,5,3,M03,95,261944,262080
3680,5,4,M08,48,261944,262080
3680,5,5,M09,72,261944,262080
3680,5,6,M00,47,261944,262080
3680,5,7,M06,65,261944,262080
3680,5,8,M04,6,261944,262080
3680,5,9,M07,25,261944,262080
3681,1,0,M00,43,261966,262080
3681,1,1,M02,90,261966,262080
3681,1,2,M04,75,261966,262080
3681,1,3,M09,11,261966,262080
3681,1,4,M03,69,261966,262080
3681,1,5,M01,28,261966,262080
3681,1,6,M06,46,261966,262080
3681,1,7,M05,46,261966,262080
3681,1,8,M07,72,261966,262080
3681,1,9,M08,30,261966,262080
3682,2,0,M01,91,262020,262080
3682,2,1,M00,85,262020,262080
3682,2,2,M03,39,262020,262080
3682,2,3,M02,74,262020,262080
3682,2,4,M08,90,262020,262080
3682,2,5,M05,10,262020,262080
3682,2,6,M07,12,262020,262080
3682,2,7,M06,89,262020,262080
3682,2,8,M09,45,262020,262080
3682,2,9,M04,33,262020,262080
3683,9,0,M01,85,262187,263520
3683,9,1,M00,13,262187,263520
3683,9,2,M02,61,262187,263520
3683,9,3,M06,7,262187,263520
3683,9,4,M08,64,262187,263520
3683,9,5,M09,76,262187,263520
3683,9,6,M05,47,262187,263520
3683,9,7,M03,52,262187,263520
3683,9,8,M04,90,262187,263520
3683,9,9,M07,45,262187,263520
3684,0,0,M00,29,262392,263520
3684,0,1,M01,78,262392,263520
3684,0,2,M02,9,262392,263520
3684,0,3,M03,36,262392,263520
3684,0,4,M04,49,262392,263520
3684,0,5,M05,11,262392,263520
3684,0,6,M06,62,262392,263520
3684,0,7,M07,56,262392,263520
3684,0,8,M08,44,262392,263520
3684,0,9,M09,21,262392,263520
3685,6,0,M01,46,262435,263520
3685,6,1,M00,37,262435,263520
3685,6,2,M03,61,262435,263520
3685,6,3,M02,13,262435,263520
3685,6,4,M06,32,262435,263520
3685,6,5,M05,21,262435,263520
3685,6,6,M09,32,262435,263520
3685,6,7,M08,89,262435,263520
3685,6,8,M07,30,262435,263520
3685,6,9,M04,55,262435,263520
3686,8,0,M00,76,262668,263520
3686,8,1,M01,69,262668,263520
3686,8,2,M03,76,262668,263520
3686,8,3,M05,51,262668,263520
3686,8,4,M02,85,262668,263520
3686,8,5,M09,11,262668,263520
3686,8,6,M06,40,262668,263520
3686,8,7,M07,89,262668,263520
3686,8,8,M04,26,262668,263520
3686,8,9,M08,74,262668,263520
3687,3,0,M01,81,262690,263520
3687,3,1,M02,95,262690,263520
3687,3,2,M00,71,262690,263520
3687,3,3,M04,99,262690,263520
3687,3,4,M06,9,262690,263520
3687,3,5,M08,52,262690,263520
3687,3,6,M07,85,262690,263520
3687,3,7,M03,98,262690,263520
3687,3,8,M09,22,262690,263520
3687,3,9,M05,43,262690,263520
3688,4,0,M02,14,262701,263520
3688,4,1,M00,6,262701,263520
3688,4,2,M01,22,262701,263520
3688,4,3,M05,61,262701,263520
3688,4,4,M03,26,262701,263520
3688,4,5,M04,69,262701,263520
3688,4,6,M08,21,262701,263520
3688,4,7,M07,49,262701,263520
3688,4,8,M09,72,262701,263520
3688,4,9,M06,53,262701,263520
3689,7,0,M02,31,262804,263520
3689,7,1,M00,86,262804,263520
3689,7,2,M01,46,262804,263520
3689,7,3,M05,74,262804,263520
3689,7,4,M04,32,262804,263520
3689,7,5,M06,88,262804,263520
3689,7,6,M08,19,262804,263520
3689,7,7,M09,48,262804,263520
3689,7,8,M07,36,262804,263520
3689,7,9,M03,79,262804,263520
3690,2,0,M01,91,262876,263520
3690,2,1,M00,85,262876,263520
3690,2,2,M03,39,262876,263520
3690,2,3,M02,74,262876,263520
3690,2,4,M08,90,262876,263520
3690,2,5,M05,10,262876,263520
3690,2,6,M07,12,262876,263520
3690,2,7,M06,89,262876,263520
3690,2,8,M09,45,262876,263520
3690,2,9,M04,33,262876,263520
3691,5,0,M02,84,262890,263520
3691,5,1,M01,2,262890,263520
3691,5,2,M05,52,262890,263520
3691,5,3,M03,95,262890,263520
3691,5,4,M08,48,262890,263520
3691,5,5,M09,72,262890,263520
3691,5,6,M00,47,262890,263520
3691,5,7,M06,65,262890,263520
3691,5,8,M04,6,262890,263520
3691,5,9,M07,25,262890,263520
3692,6,0,M01,46,262942,263520
3692,6,1,M00,37,262942,263520
3692,6,2,M03,61,262942,263520
3692,6,3,M02,13,262942,263520
3692,6,4,M06,32,262942,263520
3692,6,5,M05,21,262942,263520
3692,6,6,M09,32,262942,263520
3692,6,7,M08,89,262942,263520
3692,6,8,M07,30,262942,263520
3692,6,9,M04,55,262942,263520
3693,0,0,M00,29,262949,263520
3693,0,1,M01,78,262949,263520
3693,0,2,M02,9,262949,263520
3693,0,3,M03,36,262949,263520
3693,0,4,M04,49,262949,263520
3693,0,5,M05,11,262949,263520
3693,0,6,M06,62,262949,263520
3693,0,7,M07,56,262949,263520
3693,0,8,M08,44,262949,263520
3693,0,9,M09,21,262949,263520
3694,3,0,M01,81,263009,263520
3694,3,1,M02,95,263009,263520
3694,3,2,M00,71,263009,263520
3694,3,3,M04,99,263009,263520
3694,3,4,M06,9,263009,263520
3694,3,5,M08,52,263009,263520
3694,3,6,M07,85,263009,263520
3694,3,7,M03,98,263009,263520
3694,3,8,M09,22,263009,263520
3694,3,9,M05,43,263009,263520
3695,4,0,M02,14,263121,263520
3695,4,1,M00,6,263121,263520
3695,4,2,M01,22,263121,263520
3695,4,3,M05,61,263121,263520
3695,4,4,M03,26,263121,263520
3695,4,5,M04,69,263121,263520
3695,4,6,M08,21,263121,263520
3695,4,7,M07,49,263121,263520
3695,4,8,M09,72,263121,263520
3695,4,9,M06,53,263121,263520
3696,1,0,M00,43,263126,263520
3696,1,1,M02,90,263126,263520
3696,1,2,M04,75,263126,263520
3696,1,3,M09,11,263126,263520
3696,1,4,M03,69,263126,263520
3696,1,5,M01,28,263126,263520
3696,1,6,M06,46,263126,263520
3696,1,7,M05,46,263126,263520
3696,1,8,M07,72,263126,263520
3696,1,9,M08,30,263126,263520
3697,7,0,M02,31,263364,263520
3697,7,1,M00,86,263364,263520
3697,7,2,M01,46,263364,263520
3697,7,3,M05,74,263364,263520
3697,7,4,M04,32,263364,263520
3697,7,5,M06,88,263364,263520
3697,7,6,M08,19,263364,263520
3697,7,7,M09,48,263364,263520
3697,7,8,M07,36,263364,263520
3697,7,9,M03,79,263364,263520
3698,9,0,M01,85,263415,263520
3698,9,1,M00,13,263415,263520
3698,9,2,M02,61,263415,263520
3698,9,3,M06,7,263415,263520
3698,9,4,M08,64,263415,263520
3698,9,5,M09,76,263415,263520
3698,9,6,M05,47,263415,263520
3698,9,7,M03,52,263415,263520
3698,9,8,M04,90,263415,263520
3698,9,9,M07,45,263415,263520
3699,8,0,M00,76,263465,263520
3699,8,1,M01,69,263465,263520
3699,8,2,M03,76,263465,263520
3699,8,3,M05,51,263465,263520
3699,8,4,M02,85,263465,263520
3699,8,5,M09,11,263465,263520
3699,8,6,M06,40,263465,263520
3699,8,7,M07,89,263465,263520
3699,8,8,M04,26,263465,263520
3699,8,9,M08,74,263465,263520
3700,8,0,M00,76,263469,263520
3700,8,1,M01,69,263469,263520
3700,8,2,M03,76,263469,263520
3700,8,3,M05,51,263469,263520
3700,8,4,M02,85,263469,263520
3700,8,5,M09,11,263469,263520
3700,8,6,M06,40,263469,263520
3700,8,7,M07,89,263469,263520
3700,8,8,M04,26,263469,263520
3700,8,9,M08,74,263469,263520
3701,1,0,M00,43,263504,263520
3701,1,1,M02,90,263504,263520
3701,1,2,M04,75,263504,263520
3701,1,3,M09,11,263504,263520
3701,1,4,M03,69,263504,263520
3701,1,5,M01,28,263504,263520
3701,1,6,M06,46,263504,263520
3701,1,7,M05,46,263504,263520
3701,1,8,M07,72,263504,263520
3701,1,9,M08,30,263504,263520
3702,3,0,M01,81,263510,263520
3702,3,1,M02,95,263510,263520
3702,3,2,M00,71,263510,263520
3702,3,3,M04,99,263510,263520
3702,3,4,M06,9,263510,263520
3702,3,5,M08,52,263510,263520
3702,3,6,M07,85,263510,263520
3702,3,7,M03,98,263510,263520
3702,3,8,M09,22,263510,263520
3702,3,9,M05,43,263510,263520
3703,6,0,M01,46,263516,263520
3703,6,1,M00,37,263516,263520
3703,6,2,M03,61,263516,263520
3703,6,3,M02,13,263516,263520
3703,6,4,M06,32,263516,263520
3703,6,5,M05,21,263516,263520
3703,6,6,M09,32,263516,263520
3703,6,7,M08,89,263516,263520
3703,6,8,M07,30,263516,263520
3703,6,9,M04,55,263516,263520
3704,7,0,M02,31,263583,264960
3704,7,1,M00,86,263583,264960
3704,7,2,M01,46,263583,264960
3704,7,3,M05,74,263583,264960
3704,7,4,M04,32,263583,264960
3704,7,5,M06,88,263583,264960
3704,7,6,M08,19,263583,264960
3704,7,7,M09,48,263583,264960
3704,7,8,M07,36,263583,264960
3704,7,9,M03,79,263583,264960
3705,9,0,M01,85,263710,264960
3705,9,1,M00,13,263710,264960
3705,9,2,M02,61,263710,264960
3705,9,3,M06,7,263710,264960
3705,9,4,M08,64,263710,264960
3705,9,5,M09,76,263710,264960
3705,9,6,M05,47,263710,264960
3705,9,7,M03,52,263710,264960
3705,9,8,M04,90,263710,264960
3705,9,9,M07,45,263710,264960
3706,5,0,M02,84,263778,264960
3706,5,1,M01,2,263778,264960
3706,5,2,M05,52,263778,264960
3706,5,3,M03,95,263778,264960
3706,5,4,M08,48,263778,264960
3706,5,5,M09,72,263778,264960
3706,5,6,M00,47,263778,264960
3706,5,7,M06,65,263778,264960
3706,5,8,M04,6,263778,264960
3706,5,9,M07,25,263778,264960
3707,0,0,M00,29,264116,264960
3707,0,1,M01,78,264116,264960
3707,0,2,M02,9,264116,264960
3707,0,3,M03,36,264116,264960
3707,0,4,M04,49,264116,264960
3707,0,5,M05,11,264116,264960
3707,0,6,M06,62,264116,264960
3707,0,7,M07,56,264116,264960
3707,0,8,M08,44,264116,264960
3707,0,9,M09,21,264116,264960
3708,4,0,M02,14,264371,264960
3708,4,1,M00,6,264371,264960
3708,4,2,M01,22,264371,264960
3708,4,3,M05,61,264371,264960
3708,4,4,M03,26,264371,264960
3708,4,5,M04,69,264371,264960
3708,4,6,M08,21,264371,264960
3708,4,7,M07,49,264371,264960
3708,4,8,M09,72,264371,264960
3708,4,9,M06,53,264371,264960
3709,2,0,M01,91,264390,264960
3709,2,1,M00,85,264390,264960
3709,2,2,M03,39,264390,264960
3709,2,3,M02,74,264390,264960
3709,2,4,M08,90,264390,264960
3709,2,5,M05,10,264390,264960
3709,2,6,M07,12,264390,264960
3709,2,7,M06,89,264390,264960
3709,2,8,M09,45,264390,264960
3709,2,9,M04,33,264390,264960
3710,8,0,M00,76,264465,264960
3710,8,1,M01,69,264465,264960
3710,8,2,M03,76,264465,264960
3710,8,3,M05,51,264465,264960
3710,8,4,M02,85,264465,264960
3710,8,5,M09,11,264465,264960
3710,8,6,M06,40,264465,264960
3710,8,7,M07,89,264465,264960
3710,8,8,M04,26,264465,264960
3710,8,9,M08,74,264465,264960
3711,2,0,M01,91,264475,264960
3711,2,1,M00,85,264475,264960
3711,2,2,M03,39,264475,264960
3711,2,3,M02,74,264475,264960
3711,2,4,M08,90,264475,264960
3711,2,5,M05,10,264475,264960
3711,2,6,M07,12,264475,264960
3711,2,7,M06,89,264475,264960
3711,2,8,M09,45,264475,264960
3711,2,9,M04,33,264475,264960
3712,9,0,M01,85,264484,264960
3712,9,1,M00,13,264484,264960
3712,9,2,M02,61,264484,264960
3712,9,3,M06,7,264484,264960
3712,9,4,M08,64,264484,264960
3712,9,5,M09,76,264484,264960
3712,9,6,M05,47,264484,264960
3712,9,7,M03,52,264484,264960
3712,9,8,M04,90,264484,264960
3712,9,9,M07,45,264484,264960
3713,7,0,M02,31,264567,264960
3713,7,1,M00,86,264567,264960
3713,7,2,M01,46,264567,264960
3713,7,3,M05,74,264567,264960
3713,7,4,M04,32,264567,264960
3713,7,5,M06,88,264567,264960
3713,7,6,M08,19,264567,264960
3713,7,7,M09,48,264567,264960
3713,7,8,M07,36,264567,264960
3713,7,9,M03,79,264567,264960
3714,6,0,M01,46,264620,264960
3714,6,1,M00,37,264620,264960
3714,6,2,M03,61,264620,264960
3714,6,3,M02,13,264620,264960
3714,6,4,M06,32,264620,264960
3714,6,5,M05,21,264620,264960
3714,6,6,M09,32,264620,264960
3714,6,7,M08,89,264620,264960
3714,6,8,M07,30,264620,264960
3714,6,9,M04,55,264620,264960
3715,4,0,M02,14,264751,264960
3715,4,1,M00,6,264751,264960
3715,4,2,M01,22,264751,264960
3715,4,3,M05,61,264751,264960
3715,4,4,M03,26,264751,264960
3715,4,5,M04,69,264751,264960
3715,4,6,M08,21,264751,264960
3715,4,7,M07,49,264751,264960
3715,4,8,M09,72,264751,264960
3715,4,9,M06,53,264751,264960
3716,1,0,M00,43,264885,264960
3716,1,1,M02,90,264885,264960
3716,1,2,M04,75,264885,264960
3716,1,3,M09,11,264885,264960
3716,1,4,M03,69,264885,264960
3716,1,5,M01,28,264885,264960
3716,1,6,M06,46,264885,264960
3716,1,7,M05,46,264885,264960
3716,1,8,M07,72,264885,264960
3716,1,9,M08,30,264885,264960
3717,5,0,M02,84,265022,266400
3717,5,1,M01,2,265022,266400
3717,5,2,M05,52,265022,266400
3717,5,3,M03,95,265022,266400
3717,5,4,M08,48,265022,266400
3717,5,5,M09,72,265022,266400
3717,5,6,M00,47,265022,266400
3717,5,7,M06,65,265022,266400
3717,5,8,M04,6,265022,266400
3717,5,9,M07,25,265022,266400
3718,0,0,M00,29,265048,266400
3718,0,1,M01,78,265048,266400
3718,0,2,M02,9,265048,266400
3718,0,3,M03,36,265048,266400
3718,0,4,M04,49,265048,266400
3718,0,5,M05,11,265048,266400
3718,0,6,M06,62,265048,266400
3718,0,7,M07,56,265048,266400
3718,0,8,M08,44,265048,266400
3718,0,9,M09,21,265048,266400
3719,3,0,M01,81,265073,266400
3719,3,1,M02,95,265073,266400
3719,3,2,M00,71,265073,266400
3719,3,3,M04,99,265073,266400
3719,3,4,M06,9,265073,266400
3719,3,5,M08,52,265073,266400
3719,3,6,M07,85,265073,266400
3719,3,7,M03,98,265073,266400
3719,3,8,M09,22,265073,266400
3719,3,9,M05,43,265073,266400
3720,3,0,M01,81,265076,266400
3720,3,1,M02,95,265076,266400
3720,3,2,M00,71,265076,266400
3720,3,3,M04,99,265076,266400
3720,3,4,M06,9,265076,266400
3720,3,5,M08,52,265076,266400
3720,3,6,M07,85,265076,266400
3720,3,7,M03,98,265076,266400
3720,3,8,M09,22,265076,266400
3720,3,9,M05,43,265076,266400
3721,5,0,M02,84,265091,266400
3721,5,1,M01,2,265091,266400
3721,5,2,M05,52,265091,266400
3721,5,3,M03,95,265091,266400
3721,5,4,M08,48,265091,266400
3721,5,5,M09,72,265091,266400
3721,5,6,M00,47,265091,266400
3721,5,7,M06,65,265091,266400
3721,5,8,M04,6,265091,266400
3721,5,9,M07,25,265091,266400
3722,9,0,M01,85,265299,266400
3722,9,1,M00,13,265299,266400
3722,9,2,M02,61,265299,266400
3722,9,3,M06,7,265299,266400
3722,9,4,M08,64,265299,266400
3722,9,5,M09,76,265299,266400
3722,9,6,M05,47,265299,266400
3722,9,7,M03,52,265299,266400
3722,9,8,M04,90,265299,266400
3722,9,9,M07,45,265299,266400
3723,6,0,M01,46,265387,266400
3723,6,1,M00,37,265387,266400
3723,6,2,M03,61,265387,266400
3723,6,3,M02,13,265387,266400
3723,6,4,M06,32,265387,266400
3723,6,5,M05,21,265387,266400
3723,6,6,M09,32,265387,266400
3723,6,7,M08,89,265387,266400
3723,6,8,M07,30,265387,266400
3723,6,9,M04,55,265387,266400
3724,2,0,M01,91,265437,266400
3724,2,1,M00,85,265437,266400
3724,2,2,M03,39,265437,266400
3724,2,3,M02,74,265437,266400
3724,2,4,M08,90,265437,266400
3724,2,5,M05,10,265437,266400
3724,2,6,M07,12,265437,266400
3724,2,7,M06,89,265437,266400
3724,2,8,M09,45,265437,266400
3724,2,9,M04,33,265437,266400
3725,8,0,M00,76,265451,266400
3725,8,1,M01,69,265451,266400
3725,8,2,M03,76,265451,266400
3725,8,3,M05,51,265451,266400
3725,8,4,M02,85,265451,266400
3725,8,5,M09,11,265451,266400
3725,8,6,M06,40,265451,266400
3725,8,7,M07,89,265451,266400
3725,8,8,M04,26,265451,266400
3725,8,9,M08,74,265451,266400
3726,7,0,M02,31,265452,266400
3726,7,1,M00,86,265452,266400
3726,7,2,M01,46,265452,266400
3726,7,3,M05,74,265452,266400
3726,7,4,M04,32,265452,266400
3726,7,5,M06,88,265452,266400
3726,7,6,M08,19,265452,266400
3726,7,7,M09,48,265452,266400
3726,7,8,M07,36,265452,266400
3726,7,9,M03,79,265452,266400
3727,1,0,M00,43,265602,266400
3727,1,1,M02,90,265602,266400
3727,1,2,M04,75,265602,266400
3727,1,3,M09,11,265602,266400
3727,1,4,M03,69,265602,266400
3727,1,5,M01,28,265602,266400
3727,1,6,M06,46,265602,266400
3727,1,7,M05,46,265602,266400
3727,1,8,M07,72,265602,266400
3727,1,9,M08,30,265602,266400
3728,0,0,M00,29,265608,266400
3728,0,1,M01,78,265608,266400
3728,0,2,M02,9,265608,266400
3728,0,3,M03,36,265608,266400
3728,0,4,M04,49,265608,266400
3728,0,5,M05,11,265608,266400
3728,0,6,M06,62,265608,266400
3728,0,7,M07,56,265608,266400
3728,0,8,M08,44,265608,266400
3728,0,9,M09,21,265608,266400
3729,4,0,M02,14,265752,266400
3729,4,1,M00,6,265752,266400
3729,4,2,M01,22,265752,266400
3729,4,3,M05,61,265752,266400
3729,4,4,M03,26,265752,266400
3729,4,5,M04,69,265752,266400
3729,4,6,M08,21,265752,266400
3729,4,7,M07,49,265752,266400
3729,4,8,M09,72,265752,266400
3729,4,9,M06,53,265752,266400
3730,3,0,M01,81,265784,266400
3730,3,1,M02,95,265784,266400
3730,3,2,M00,71,265784,266400
3730,3,3,M04,99,265784,266400
3730,3,4,M06,9,265784,266400
3730,3,5,M08,52,265784,266400
3730,3,6,M07,85,265784,266400
3730,3,7,M03,98,265784,266400
3730,3,8,M09,22,265784,266400
3730,3,9,M05,43,265784,266400
3731,0,0,M00,29,265852,266400
3731,0,1,M01,78,265852,266400
3731,0,2,M02,9,265852,266400
3731,0,3,M03,36,265852,266400
3731,0,4,M04,49,265852,266400
3731,0,5,M05,11,265852,266400
3731,0,6,M06,62,265852,266400
3731,0,7,M07,56,265852,266400
3731,0,8,M08,44,265852,266400
3731,0,9,M09,21,265852,266400
3732,6,0,M01,46,265874,266400
3732,6,1,M00,37,265874,266400
3732,6,2,M03,61,265874,266400
3732,6,3,M02,13,265874,266400
3732,6,4,M06,32,265874,266400
3732,6,5,M05,21,265874,266400
3732,6,6,M09,32,265874,266400
3732,6,7,M08,89,265874,266400
3732,6,8,M07,30,265874,266400
3732,6,9,M04,55,265874,266400
3733,9,0,M01,85,265885,266400
3733,9,1,M00,13,265885,266400
3733,9,2,M02,61,265885,266400
3733,9,3,M06,7,265885,266400
3733,9,4,M08,64,265885,266400
3733,9,5,M09,76,265885,266400
3733,9,6,M05,47,265885,266400
3733,9,7,M03,52,265885,266400
3733,9,8,M04,90,265885,266400
3733,9,9,M07,45,265885,266400
3734,8,0,M00,76,265906,266400
3734,8,1,M01,69,265906,266400
3734,8,2,M03,76,265906,266400
3734,8,3,M05,51,265906,266400
3734,8,4,M02,85,265906,266400
3734,8,5,M09,11,265906,266400
3734,8,6,M06,40,265906,266400
3734,8,7,M07,89,265906,266400
3734,8,8,M04,26,265906,266400
3734,8,9,M08,74,265906,266400
3735,5,0,M02,84,266074,266400
3735,5,1,M01,2,266074,266400
3735,5,2,M05,52,266074,266400
3735,5,3,M03,95,266074,266400
3735,5,4,M08,48,266074,266400
3735,5,5,M09,72,266074,266400
3735,5,6,M00,47,266074,266400
3735,5,7,M06,65,266074,266400
3735,5,8,M04,6,266074,266400
3735,5,9,M07,25,266074,266400
3736,4,0,M02,14,266121,266400
3736,4,1,M00,6,266121,266400
3736,4,2,M01,22,266121,266400
3736,4,3,M05,61,266121,266400
3736,4,4,M03,26,266121,266400
3736,4,5,M04,69,266121,266400
3736,4,6,M08,21,266121,266400
3736,4,7,M07,49,266121,266400
3736,4,8,M09,72,266121,266400
3736,4,9,M06,53,266121,266400
3737,1,0,M00,43,266202,266400
3737,1,1,M02,90,266202,266400
3737,1,2,M04,75,266202,266400
3737,1,3,M09,11,266202,266400
