Job,Routing_ID,Arrival,Ready Time,End,Processing Time,Deadline
1598,0,113199,113760,116295.0,395,116177
1599,8,113205,113760,116807.0,597,117523
1600,7,113207,113760,116737.0,539,117617
1601,3,113679,113760,116272.0,655,115928
1602,4,113686,113760,116623.0,393,116103
1603,2,113759,113760,116469.0,568,115379
1604,8,113775,115200,117056.0,597,116792
1605,5,113797,115200,117699.0,496,116877
1606,1,113804,115200,116837.0,510,118264
1607,9,113852,115200,117095.0,540,117213
1608,0,113997,115200,117303.0,395,116682
1609,6,114157,115200,116606.0,416,116359
1610,1,114218,115200,116934.0,510,117298
1611,6,114233,115200,116829.0,416,117472
1612,7,114240,115200,117339.0,539,116564
1613,8,114267,115200,117952.0,597,119021
1614,4,114292,115200,117480.0,393,117127
1615,2,114310,115200,116922.0,568,116306
1616,0,114508,115200,117355.0,395,117714
1617,3,114509,115200,117273.0,655,117321
1618,5,114509,115200,117724.0,496,117376
1619,9,114639,115200,117427.0,540,116852
1620,9,114988,115200,117517.0,540,116661
1621,3,115277,116640,118544.0,655,118492
1622,7,115285,116640,118291.0,539,119615
1623,5,115402,116640,118330.0,496,118157
1624,1,115438,116640,118227.0,510,118221
1625,4,115495,116640,118969.0,393,118711
1626,2,115528,116640,118512.0,568,118944
1627,8,115584,116640,118178.0,597,118693
1628,0,115631,116640,118727.0,395,119450
1629,6,115820,116640,118742.0,416,118026
1630,5,115845,116640,118879.0,496,118729
1631,4,115849,116640,119062.0,393,118457
1632,8,115909,116640,118630.0,597,117985
1633,7,115986,116640,118618.0,539,118829
1634,1,116003,116640,118660.0,510,118742
1635,0,116047,116640,118937.0,395,118192
1636,9,116213,116640,118670.0,540,117779
1637,3,116274,116640,118604.0,655,118469
1638,6,116275,116640,118929.0,416,117889
1639,2,116276,116640,118775.0,568,118367
1640,7,116531,116640,118697.0,539,119307
1641,1,116602,116640,119081.0,510,119095
1642,0,116676,118080,119578.0,395,120731
1643,3,116692,118080,119606.0,655,119577
1644,4,116860,118080,119996.0,393,119432
1645,9,116894,118080,119353.0,540,119645
1646,2,116907,118080,119343.0,568,119754
1647,6,116907,118080,119438.0,416,119648
1648,5,116909,118080,119985.0,496,121005
1649,8,117218,118080,119880.0,597,121143
1650,4,117220,118080,120245.0,393,120425
1651,3,117296,118080,119868.0,655,120330
1652,8,117529,118080,120060.0,597,120190
1653,9,117533,118080,120066.0,540,120302
1654,7,117580,118080,120115.0,539,120091
1655,2,117684,118080,119590.0,568,122686
1656,6,117725,118080,119940.0,416,119338
1657,1,117762,118080,119569.0,510,120332
1658,5,117836,118080,120223.0,496,120439
1659,0,117857,118080,119966.0,395,120327
1660,1,118017,118080,119806.0,510,120130
1661,4,118104,119520,122087.0,393,123126
1662,8,118125,119520,121290.0,597,122143
1663,5,118135,119520,121925.0,496,121268
1664,6,118217,119520,120562.0,416,120980
1665,0,118254,119520,121573.0,395,122061
1666,9,118426,119520,120903.0,540,121082
1667,7,118434,119520,122069.0,539,121131
1668,2,118454,119520,120966.0,568,121453
1669,3,118485,119520,121571.0,655,121590
1670,6,118485,119520,121120.0,416,121354
1671,8,118495,119520,121364.0,597,122453
1672,9,118497,119520,121604.0,540,121315
1673,0,118500,119520,121877.0,395,123027
1674,1,118641,119520,121655.0,510,121945
1675,5,118668,119520,122031.0,496,121657
1676,7,118707,119520,122217.0,539,122118
1677,2,118807,119520,121809.0,568,120931
1678,3,118850,119520,121701.0,655,121635
1679,4,118894,119520,122361.0,393,121662
1680,7,118995,119520,122775.0,539,122044
1681,3,119087,119520,121899.0,655,121078
1682,0,119221,119520,122091.0,395,121364
1683,5,119246,119520,122194.0,496,121361
1684,8,119255,119520,122300.0,597,121769
1685,9,119338,119520,122006.0,540,121738
1686,6,119411,119520,121776.0,416,121356
1687,1,119464,119520,121733.0,510,122020
1688,2,119508,119520,122112.0,568,121075
1689,4,119590,120960,123027.0,393,123239
1690,4,119598,120960,123180.0,393,123582
1691,3,119603,120960,123042.0,655,121916
1692,1,119641,120960,122527.0,510,123625
1693,6,119738,120960,122632.0,416,122224
1694,7,119833,120960,123056.0,539,123736
1695,9,119841,120960,123149.0,540,123214
1696,2,119942,120960,122528.0,568,123454
1697,0,119965,120960,122836.0,395,122543
1698,8,120221,120960,122926.0,597,122661
1699,5,120294,120960,123174.0,496,122943
1700,6,120383,120960,122687.0,416,122389
1701,0,120464,120960,122902.0,395,122480
1702,1,120558,120960,122695.0,510,123099
1703,4,120635,120960,123233.0,393,122415
1704,8,120756,120960,123774.0,597,123683
1705,5,120876,120960,123452.0,496,122755
1706,2,120931,120960,123137.0,568,122789
1707,7,120976,122400,124423.0,539,124466
1708,9,121201,122400,123549.0,540,123795
1709,3,121264,122400,124117.0,655,124936
1710,0,121271,122400,124488.0,395,123954
1711,5,121398,122400,124624.0,496,124284
1712,8,121478,122400,124194.0,597,124432
1713,7,121481,122400,124610.0,539,124132
1714,4,121492,122400,124613.0,393,125949
1715,2,121526,122400,123743.0,568,123548
1716,9,121541,122400,124280.0,540,125000
1717,1,121596,122400,124357.0,510,124075
1718,6,121664,122400,123905.0,416,124683
1719,3,121693,122400,124278.0,655,123981
1720,6,121747,122400,124246.0,416,124320
1721,9,121769,122400,124550.0,540,125104
1722,7,121896,122400,124689.0,539,123699
1723,8,121949,122400,124327.0,597,124896
1724,5,122018,122400,124649.0,496,124509
1725,0,122099,122400,124581.0,395,124340
1726,2,122223,122400,124525.0,568,124729
1727,4,122235,122400,124892.0,393,124663
1728,3,122432,123840,125477.0,655,125249
1729,1,122570,123840,125142.0,510,125680
1730,6,122593,123840,124849.0,416,126923
1731,8,122672,123840,125282.0,597,124905
1732,2,122707,123840,124882.0,568,125286
1733,0,122771,123840,125531.0,395,126039
1734,4,122780,123840,125709.0,393,127315
1735,3,122842,123840,125627.0,655,126087
1736,1,122893,123840,125466.0,510,126369
1737,7,122969,123840,125641.0,539,126492
1738,9,122994,123840,125501.0,540,125214
1739,5,123109,123840,125526.0,496,125309
1740,2,123201,123840,125255.0,568,126940
1741,8,123238,123840,125938.0,597,126163
1742,5,123417,123840,125671.0,496,125299
1743,6,123679,123840,125511.0,416,126197
1744,9,123820,123840,125646.0,540,125346
1745,4,123852,125280,127323.0,393,126989
1746,0,123871,125280,127381.0,395,127437
1747,7,123906,125280,127201.0,539,127635
1748,3,123949,125280,126880.0,655,126902
1749,1,124067,125280,126939.0,510,126658
1750,4,124090,125280,127376.0,393,128954
1751,9,124131,125280,126383.0,540,128036
1752,5,124236,125280,127141.0,496,126585
1753,0,124239,125280,127403.0,395,127824
1754,6,124372,125280,126492.0,416,127612
1755,7,124386,125280,127461.0,539,126832
1756,1,124429,125280,127064.0,510,127247
1757,8,124585,125280,127013.0,597,126958
1758,2,124621,125280,127317.0,568,127724
1759,3,124702,125280,126955.0,655,127788
1760,9,124739,125280,127432.0,540,127125
1761,6,124740,125280,127209.0,416,126371
1762,4,124957,125280,127672.0,393,127967
1763,3,125069,125280,127060.0,655,127476
1764,5,125111,125280,127457.0,496,126504
1765,2,125238,125280,127405.0,568,126825
1766,1,125376,126720,127922.0,510,128285
1767,8,125398,126720,127685.0,597,130057
1768,0,125584,126720,127840.0,395,128713
1769,7,125721,126720,127812.0,539,128485
1770,8,125769,126720,128015.0,597,129170
1771,2,125980,126720,128123.0,568,129316
1772,0,126039,126720,128256.0,395,129790
1773,4,126276,126720,128260.0,393,129234
1774,9,126500,126720,128001.0,540,127711
1775,7,126519,126720,128306.0,539,128523
1776,3,126551,126720,128272.0,655,128960
1777,1,126703,126720,128045.0,510,128496
1778,5,126886,128160,129613.0,496,129533
1779,6,126931,128160,129005.0,416,130240
1780,1,127214,128160,129496.0,510,130744
1781,2,127222,128160,129498.0,568,129964
1782,0,127282,128160,129653.0,395,129994
1783,6,127355,128160,129347.0,416,129788
1784,5,127449,128160,129958.0,496,130236
1785,4,127493,128160,129876.0,393,130445
1786,7,127540,128160,129637.0,539,129489
1787,8,127566,128160,129894.0,597,130344
1788,9,127646,128160,129888.0,540,129427
1789,3,127722,128160,129621.0,655,129371
1790,5,127896,128160,129983.0,496,129674
1791,0,127954,128160,129959.0,395,132650
1792,6,127962,128160,129608.0,416,129562
1793,1,128072,128160,129545.0,510,130025
1794,9,128110,128160,129933.0,540,129949
1795,7,128146,128160,129866.0,539,129783
1796,4,128383,129600,131918.0,393,131577
1797,3,128473,129600,131390.0,655,132225
1798,2,128509,129600,130885.0,568,131883
1799,8,128550,129600,131131.0,597,131951
1800,8,128751,129600,131243.0,597,131106
1801,1,128788,129600,131492.0,510,131385
1802,9,128789,129600,131254.0,540,130960
1803,6,128897,129600,130852.0,416,131340
1804,7,128909,129600,131631.0,539,131076
1805,3,128916,129600,131474.0,655,131574
1806,5,128923,129600,131279.0,496,131908
1807,0,128924,129600,131610.0,395,131995
1808,4,128992,129600,131990.0,393,132653
1809,2,129014,129600,131738.0,568,131644
1810,5,129038,129600,131955.0,496,131599
1811,3,129134,129600,131617.0,655,131233
1812,9,129166,129600,131590.0,540,131303
1813,1,129239,129600,131543.0,510,130771
1814,4,129289,129600,132073.0,393,131821
1815,8,129329,129600,132174.0,597,132907
1816,7,129399,129600,131825.0,539,131433
1817,6,129463,129600,131492.0,416,131797
1818,2,129550,129600,131852.0,568,130971
1819,0,129579,129600,131793.0,395,131135
1820,7,129662,131040,132854.0,539,132702
1821,9,129667,131040,132970.0,540,132987
1822,8,129678,131040,132687.0,597,134733
1823,2,129866,131040,132538.0,568,132497
1824,5,129883,131040,133025.0,496,132136
1825,0,129911,131040,132901.0,395,132480
1826,6,129947,131040,132833.0,416,132962
1827,3,130012,131040,132719.0,655,132945
1828,1,130136,131040,132439.0,510,133242
1829,4,130390,131040,132832.0,393,132220
1830,5,130547,131040,133200.0,496,133448
1831,9,130600,131040,133175.0,540,134030
1832,0,130686,131040,133146.0,395,133334
1833,1,130760,131040,132827.0,510,133177
1834,4,130929,131040,133271.0,393,132563
1835,7,130944,131040,132933.0,539,132313
1836,6,130962,131040,133160.0,416,132311
1837,3,131014,131040,132840.0,655,132111
1838,8,131036,131040,133199.0,597,133326
1839,2,131181,132480,133507.0,568,134887
1840,2,131261,132480,133769.0,568,134079
1841,1,131291,132480,133995.0,510,135849
1842,7,131387,132480,134498.0,539,136285
1843,9,131513,132480,134090.0,540,134247
1844,3,131524,132480,134075.0,655,134543
1845,8,131568,132480,133921.0,597,135754
1846,6,131596,132480,133850.0,416,134547
1847,0,131719,132480,133986.0,395,134337
1848,4,131744,132480,134459.0,393,134494
1849,5,131763,132480,134255.0,496,135004
1850,2,131827,132480,134373.0,568,134046
1851,3,131965,132480,134277.0,655,133820
1852,6,132044,132480,134340.0,416,133846
1853,4,132187,132480,134531.0,393,134817
1854,9,132235,132480,134553.0,540,135140
1855,7,132348,132480,134783.0,539,135500
1856,1,132401,132480,134194.0,510,134085
1857,0,132435,132480,134330.0,395,134939
1858,8,132445,132480,134608.0,597,134193
1859,5,132564,133920,135453.0,496,135389
1860,4,132613,133920,135850.0,393,136014
1861,6,132707,133920,134981.0,416,135685
1862,8,132763,133920,135372.0,597,135520
1863,2,132886,133920,135563.0,568,135247
1864,1,132938,133920,135558.0,510,135800
1865,3,132963,133920,135539.0,655,135136
1866,0,133191,133920,135704.0,395,136208
1867,9,133191,133920,135875.0,540,136880
1868,7,133227,133920,135703.0,539,135562
1869,5,133314,133920,135900.0,496,136165
1870,4,133450,133920,135955.0,393,136990
1871,5,133520,133920,136128.0,496,135450
1872,8,133558,133920,135814.0,597,135977
1873,6,133593,133920,135618.0,416,135430
1874,0,133604,133920,135923.0,395,135862
1875,3,133620,133920,135681.0,655,135076
1876,1,133709,133920,135609.0,510,135817
1877,2,133817,133920,135773.0,568,135927
1878,7,133855,133920,135782.0,539,136171
1879,9,133941,135360,136593.0,540,138325
1880,8,133945,135360,137185.0,597,137675
1881,2,133988,135360,136550.0,568,138641
1882,3,134106,135360,137314.0,655,137908
1883,4,134160,135360,137687.0,393,136546
1884,0,134162,135360,137562.0,395,136900
1885,7,134274,135360,137584.0,539,137711
1886,9,134323,135360,136988.0,540,137460
1887,6,134336,135360,137119.0,416,136909
1888,1,134468,135360,137301.0,510,138186
1889,5,134469,135360,137043.0,496,137398
1890,4,134699,135360,137859.0,393,137583
1891,7,134704,135360,137663.0,539,138325
1892,9,134753,135360,137821.0,540,136430
1893,5,134755,135360,137914.0,496,136714
1894,6,134781,135360,137249.0,416,137442
1895,0,134911,135360,137827.0,395,136620
1896,8,134930,135360,137989.0,597,137165
1897,2,134952,135360,137784.0,568,136643
1898,3,134952,135360,137488.0,655,136871
1899,1,134980,135360,137441.0,510,137071
1900,3,135079,135360,137577.0,655,138251
1901,5,135099,135360,137955.0,496,136515
1902,7,135124,135360,137850.0,539,136982
1903,6,135235,135360,137751.0,416,136571
1904,4,135244,135360,138114.0,393,136594
1905,1,135395,136800,138570.0,510,138714
1906,2,135461,136800,138164.0,568,138580
1907,8,135528,136800,138540.0,597,139188
1908,0,135544,136800,138948.0,395,138536
1909,9,135564,136800,138452.0,540,139014
1910,3,135603,136800,138833.0,655,138354
1911,4,135670,136800,139238.0,393,139475
1912,2,135737,136800,138811.0,568,139500
1913,9,135740,136800,138761.0,540,139441
1914,0,135742,136800,139081.0,395,139367
1915,6,135781,136800,138941.0,416,139765
1916,7,135783,136800,139033.0,539,139678
1917,5,135827,136800,138908.0,496,138564
1918,1,135942,136800,138708.0,510,138913
1919,8,135974,136800,139680.0,597,139028
1920,9,136023,136800,139220.0,540,138682
1921,2,136046,136800,139208.0,568,138526
1922,8,136047,136800,140082.0,597,138306
1923,1,136254,136800,138746.0,510,138662
1924,3,136380,136800,139051.0,655,137893
1925,6,136415,136800,139493.0,416,137758
1926,4,136583,136800,139487.0,393,138870
1927,7,136585,136800,139281.0,539,138560
1928,0,136586,136800,139376.0,395,138917
1929,5,136857,138240,139754.0,496,140147
1930,9,136880,138240,140406.0,540,141494
1931,1,137108,138240,139900.0,510,139780
1932,7,137227,138240,140179.0,539,139629
1933,2,137228,138240,139888.0,568,140264
1934,4,137270,138240,140381.0,393,140655
1935,3,137290,138240,140132.0,655,139545
1936,0,137305,138240,140237.0,395,139606
1937,6,137311,138240,140238.0,416,139623
1938,5,137345,138240,140664.0,496,139996
1939,8,137509,138240,140290.0,597,140614
1940,4,137644,138240,140499.0,393,139884
1941,5,137850,138240,140689.0,496,139627
1942,3,137862,138240,140465.0,655,140884
1943,1,137882,138240,140926.0,510,140106
1944,8,137884,138240,140578.0,597,140873
1945,2,137920,138240,140157.0,568,139525
1946,0,138026,138240,140454.0,395,140331
1947,7,138111,138240,140530.0,539,140817
1948,9,138209,138240,140639.0,540,140735
1949,6,138590,139680,141152.0,416,141529
1950,1,138706,139680,141362.0,510,142110
1951,8,138767,139680,141597.0,597,141819
1952,6,138799,139680,141441.0,416,141651
1953,5,138814,139680,141333.0,496,141435
1954,9,139025,139680,141588.0,540,141966
1955,3,139028,139680,141471.0,655,141421
1956,0,139072,139680,141801.0,395,141909
1957,7,139120,139680,141540.0,539,142735
1958,4,139219,139680,141699.0,393,142806
1959,2,139251,139680,141474.0,568,141690
1960,1,139285,139680,141502.0,510,140974
1961,7,139313,139680,141680.0,539,144188
1962,4,139368,139680,141926.0,393,142591
1963,3,139407,139680,141565.0,655,141228
1964,9,139440,139680,141768.0,540,142351
1965,2,139457,139680,141698.0,568,141351
1966,5,139510,139680,141883.0,496,141825
1967,6,139654,139680,141753.0,416,141285
1968,8,139778,141120,142313.0,597,143991
1969,0,139909,141120,142487.0,395,142643
1970,8,139934,141120,142660.0,597,142530
1971,1,140027,141120,142360.0,510,142952
1972,4,140120,141120,142612.0,393,143657
1973,6,140256,141120,141968.0,416,142746
1974,9,140401,141120,142258.0,540,143251
1975,3,140504,141120,142374.0,655,143035
1976,2,140612,141120,142549.0,568,143496
1977,0,140670,141120,142730.0,395,143199
1978,5,140843,141120,142735.0,496,143072
1979,7,140933,141120,142445.0,539,142567
1980,4,141038,141120,142734.0,393,143169
1981,9,141059,141120,142710.0,540,142033
1982,1,141228,142560,144055.0,510,143987
1983,2,141237,142560,143840.0,568,145084
1984,0,141245,142560,144743.0,395,144580
1985,8,141373,142560,144378.0,597,144898
1986,5,141390,142560,143978.0,496,144650
1987,3,141418,142560,144162.0,655,144681
1988,7,141490,142560,144661.0,539,145118
1989,6,141503,142560,144135.0,416,144431
1990,3,141723,142560,144432.0,655,145112
1991,2,141759,142560,144400.0,568,146404
1992,5,141834,142560,144881.0,496,144178
1993,0,141880,142560,144915.0,395,143969
1994,1,142107,142560,144156.0,510,145080
1995,8,142159,142560,145084.0,597,143990
1996,6,142169,142560,144730.0,416,144103
1997,7,142204,142560,144924.0,539,144394
1998,9,142278,142560,144553.0,540,144220
1999,4,142296,142560,144597.0,393,145094
2000,1,142317,142560,144408.0,510,143675
2001,3,142383,142560,144620.0,655,145378
2002,7,142452,142560,145100.0,539,145183
2003,8,142570,144000,145319.0,597,145455
2004,0,142697,144000,145522.0,395,146210
2005,5,142782,144000,145801.0,496,146812
2006,4,142893,144000,145858.0,393,145723
2007,2,142932,144000,145112.0,568,146103
2008,9,143076,144000,145591.0,540,146761
2009,6,143101,144000,144978.0,416,146513
2010,0,143103,144000,145642.0,395,146349
2011,1,143166,144000,145368.0,510,145489
2012,2,143294,144000,145577.0,568,145949
2013,3,143415,144000,145707.0,655,145638
2014,4,143440,144000,145975.0,393,146753
2015,5,143598,144000,146113.0,496,145390
2016,6,143735,144000,145701.0,416,146128
2017,7,143847,144000,145735.0,539,145334
2018,8,143850,144000,145966.0,597,145682
2019,9,143905,144000,145911.0,540,145513
2020,8,144111,145440,146915.0,597,146972
2021,3,144144,145440,147113.0,655,146666
2022,6,144269,145440,146413.0,416,147589
2023,2,144411,145440,146675.0,568,147314
2024,5,144460,145440,147190.0,496,147730
2025,1,144521,145440,146997.0,510,147412
2026,7,144614,145440,147203.0,539,146860
2027,4,144694,145440,147379.0,393,148933
2028,0,144701,145440,146862.0,395,148187
2029,9,144705,145440,147165.0,540,147243
2030,2,144718,145440,147575.0,568,147030
2031,7,144816,145440,147551.0,539,147083
2032,4,144886,145440,147489.0,393,148376
2033,0,144933,145440,147088.0,395,148163
2034,5,144947,145440,147381.0,496,148261
2035,1,145009,145440,147292.0,510,148256
2036,3,145124,145440,147185.0,655,147052
2037,6,145185,145440,147466.0,416,146678
2038,9,145195,145440,147356.0,540,146849
2039,8,145228,145440,147730.0,597,147164
2040,7,145333,145440,147630.0,539,147564
2041,6,145392,145440,147630.0,416,147055
2042,0,145482,146880,148712.0,395,148193
2043,1,145553,146880,148514.0,510,148606
2044,2,145568,146880,148048.0,568,148836
2045,9,145634,146880,148783.0,540,150173
2046,3,145701,146880,148617.0,655,148853
2047,4,145779,146880,148883.0,393,148591
2048,8,145785,146880,148465.0,597,148785
2049,5,145813,146880,148441.0,496,149166
2050,7,145913,146880,148841.0,539,148591
2051,3,145930,146880,148723.0,655,148247
2052,8,145966,146880,149286.0,597,149492
2053,6,146005,146880,148158.0,416,148392
2054,1,146184,146880,148565.0,510,148371
2055,4,146214,146880,149038.0,393,149254
2056,2,146237,146880,148998.0,568,148498
2057,9,146253,146880,149047.0,540,150073
2058,5,146269,146880,148864.0,496,148742
2059,0,146295,146880,148904.0,395,148378
2060,9,146401,146880,149092.0,540,148359
2061,8,146409,146880,149550.0,597,148725
2062,1,146804,146880,148615.0,510,149976
2063,5,146971,148320,149644.0,496,150009
2064,0,147109,148320,150141.0,395,150637
2065,3,147316,148320,149743.0,655,149689
2066,2,147382,148320,150086.0,568,150179
2067,6,147511,148320,150208.0,416,149543
2068,4,147531,148320,150096.0,393,149765
2069,7,147588,148320,150193.0,539,150847
2070,3,147665,148320,149925.0,655,150343
2071,8,147690,148320,150186.0,597,149583
2072,0,147705,148320,150265.0,395,150636
2073,7,147721,148320,150345.0,539,151142
2074,9,147824,148320,149989.0,540,150335
2075,4,147845,148320,150440.0,393,150849
2076,2,147877,148320,150153.0,568,150944
2077,1,147924,148320,150007.0,510,149460
2078,6,147978,148320,150344.0,416,150163
2079,5,148077,148320,150340.0,496,151020
2080,3,148239,148320,150118.0,655,150118
2081,8,148441,149760,151249.0,597,152621
2082,4,148468,149760,151754.0,393,152198
2083,0,148480,149760,151631.0,395,152077
2084,5,148489,149760,151083.0,496,151051
2085,7,148538,149760,151561.0,539,152243
2086,9,148626,149760,151272.0,540,151332
2087,6,148698,149760,150811.0,416,151168
2088,2,148822,149760,151659.0,568,151067
2089,1,148836,149760,151279.0,510,150670
2090,5,148908,149760,151486.0,496,151239
2091,2,149003,149760,151793.0,568,152248
2092,9,149017,149760,151567.0,540,152079
2093,7,149056,149760,151640.0,539,153131
2094,6,149061,149760,151955.0,416,151774
2095,4,149069,149760,151903.0,393,150975
2096,3,149156,149760,151621.0,655,151603
2097,1,149195,149760,151397.0,510,151769
2098,8,149281,149760,151834.0,597,151341
2099,0,149314,149760,151778.0,395,156066
2100,5,149347,149760,152001.0,496,151516
2101,0,149642,149760,151899.0,395,152116
2102,2,149800,151200,152446.0,568,153824
2103,8,149903,151200,152866.0,597,153196
2104,9,149925,151200,153084.0,540,153447
2105,7,149945,151200,152695.0,539,153550
2106,4,149995,151200,153037.0,393,152703
2107,6,150004,151200,152501.0,416,152400
2108,1,150119,151200,152718.0,510,152714
2109,3,150235,151200,152871.0,655,152653
2110,3,150239,151200,152955.0,655,152903
2111,1,150392,151200,153143.0,510,152496
2112,9,150574,151200,153379.0,540,153660
2113,7,150594,151200,153308.0,539,152640
2114,5,150605,151200,153109.0,496,154068
2115,4,150674,151200,153459.0,393,153156
2116,8,150745,151200,153113.0,597,153523
2117,2,150749,151200,153361.0,568,152906
2118,0,150941,151200,153064.0,395,153991
2119,6,151018,151200,153515.0,416,153971
2120,1,151045,151200,153237.0,510,153378
2121,7,151096,151200,153761.0,539,154322
2122,0,151147,151200,153459.0,395,153843
2123,4,151250,152640,154322.0,393,154586
2124,9,151418,152640,153705.0,540,154770
2125,2,151566,152640,153693.0,568,153575
2126,3,151654,152640,154019.0,655,154023
2127,6,151688,152640,153879.0,416,153904
2128,8,151754,152640,153906.0,597,154797
2129,5,151795,152640,154054.0,496,154857
2130,7,151841,152640,154235.0,539,154370
2131,0,151843,152640,154175.0,395,155054
2132,4,151901,152640,154422.0,393,154122
2133,3,151917,152640,154240.0,655,155023
2134,1,152075,152640,153984.0,510,154534
2135,2,152147,152640,154241.0,568,154113
2136,8,152306,152640,154348.0,597,155461
2137,9,152447,152640,154342.0,540,157291
2138,5,152507,152640,154367.0,496,154120
2139,6,152642,154080,154885.0,416,155847
2140,7,152658,154080,155850.0,539,156805
2141,0,152700,154080,155941.0,395,155886
2142,6,152714,154080,155178.0,416,156178
2143,5,152771,154080,155735.0,496,155883
2144,2,152808,154080,155211.0,568,156688
2145,1,152828,154080,155643.0,510,155567
2146,8,152870,154080,155717.0,597,156426
2147,3,152920,154080,155689.0,655,156569
2148,4,153203,154080,155840.0,393,156473
2149,9,153248,154080,155969.0,540,155496
2150,9,153323,154080,156070.0,540,155234
2151,0,153465,154080,156090.0,395,156573
2152,8,153494,154080,156376.0,597,155649
2153,1,153582,154080,155747.0,510,155279
2154,2,153647,154080,156072.0,568,155835
2155,4,153727,154080,156047.0,393,156377
2156,3,153844,154080,155758.0,655,155129
2157,5,153944,154080,156125.0,496,155726
2158,7,154010,154080,156003.0,539,157405
2159,6,154058,154080,156202.0,416,155474
2160,2,154203,155520,156647.0,568,156830
2161,0,154358,155520,157140.0,395,157094
2162,4,154584,155520,157425.0,393,157529
2163,6,154719,155520,156614.0,416,157656
2164,7,154814,155520,157093.0,539,157899
2165,5,154816,155520,157251.0,496,157119
2166,3,154837,155520,157017.0,655,156901
2167,9,154870,155520,157226.0,540,157234
2168,8,154929,155520,157203.0,597,159426
2169,1,154945,155520,157024.0,510,157807
2170,1,154969,155520,157075.0,510,157660
2171,6,155151,155520,157236.0,416,156664
2172,4,155187,155520,157497.0,393,157218
2173,9,155350,155520,157483.0,540,156725
2174,5,155382,155520,157508.0,496,158174
2175,8,155393,155520,157538.0,597,157674
2176,2,155480,155520,157282.0,568,157039
2177,7,155517,155520,157230.0,539,156844
2178,0,155647,156960,158864.0,395,158809
2179,3,155716,156960,158501.0,655,158125
2180,4,155835,156960,158896.0,393,159877
2181,7,155927,156960,158935.0,539,158535
2182,2,155942,156960,158206.0,568,159234
2183,1,156015,156960,158477.0,510,158669
2184,6,156041,156960,158173.0,416,159517
2185,3,156465,156960,158661.0,655,158461
2186,0,156482,156960,158977.0,395,158676
2187,5,156497,156960,159018.0,496,158271
2188,9,156527,156960,158993.0,540,158192
2189,8,156536,156960,158703.0,597,158904
2190,8,156576,156960,159224.0,597,159673
2191,5,156577,156960,159132.0,496,160166
2192,3,156595,156960,158771.0,655,158740
2193,7,156620,156960,159027.0,539,160044
2194,2,156629,156960,158739.0,568,159042
2195,4,156771,156960,159024.0,393,160459
2196,6,156782,156960,158684.0,416,158621
2197,1,156817,156960,158733.0,510,160024
2198,9,156962,158400,159513.0,540,159828
2199,0,156983,158400,160036.0,395,160435
2200,7,157093,158400,160631.0,539,160371
2201,3,157096,158400,160325.0,655,159581
2202,6,157189,158400,159622.0,416,159783
2203,0,157209,158400,160080.0,395,162376
2204,9,157299,158400,160036.0,540,159862
2205,4,157306,158400,160770.0,393,160242
2206,8,157401,158400,160181.0,597,160590
2207,1,157511,158400,160338.0,510,159677
2208,5,157563,158400,160759.0,496,160937
2209,2,157850,158400,159753.0,568,160045
2210,6,157885,158400,159808.0,416,159912
2211,4,157892,158400,161008.0,393,160172
2212,0,157896,158400,160569.0,395,159534
2213,3,157967,158400,160433.0,655,159784
2214,2,158043,158400,160552.0,568,159983
2215,1,158122,158400,160403.0,510,159514
2216,9,158126,158400,160448.0,540,159848
2217,8,158156,158400,160984.0,597,160690
2218,5,158187,158400,160962.0,496,161145
2219,7,158240,158400,161112.0,539,160524
2220,0,158266,158400,160738.0,395,160839
2221,9,158371,158400,160925.0,540,160652
2222,6,158376,158400,160613.0,416,160509
2223,4,158451,159840,161435.0,393,162308
2224,2,158464,159840,161261.0,568,161411
2225,3,158558,159840,161446.0,655,161190
2226,8,158595,159840,161240.0,597,164131
2227,1,158625,159840,160910.0,510,161271
2228,5,158691,159840,161472.0,496,161562
2229,7,158799,159840,161191.0,539,162444
2230,1,158953,159840,161409.0,510,161577
2231,8,159273,159840,161661.0,597,161711
2232,0,159399,159840,161590.0,395,161064
2233,2,159418,159840,161620.0,568,161180
2234,6,159751,159840,161675.0,416,161228
2235,7,159764,159840,161399.0,539,162396
2236,5,159945,161280,162615.0,496,163172
2237,4,159991,161280,163004.0,393,163193
2238,9,160009,161280,162505.0,540,162936
2239,3,160032,161280,162520.0,655,163222
2240,6,160046,161280,162056.0,416,162601
2241,4,160098,161280,163141.0,393,163323
2242,9,160375,161280,162921.0,540,163107
2243,8,160394,161280,162512.0,597,163127
2244,1,160630,161280,162729.0,510,163174
2245,0,160722,161280,162915.0,395,163003
2246,3,160795,161280,162769.0,655,163143
2247,5,160941,161280,162946.0,496,162567
2248,7,160942,161280,162881.0,539,163535
2249,2,161065,161280,162927.0,568,164150
2250,0,161151,161280,163116.0,395,164032
2251,3,161208,161280,162885.0,655,162750
2252,7,161219,161280,162960.0,539,163228
2253,8,161256,161280,163375.0,597,163384
2254,6,161306,162720,163322.0,416,164268
2255,9,161337,162720,163726.0,540,165241
2256,2,161342,162720,164052.0,568,164325
2257,4,161529,162720,164200.0,393,165379
2258,5,161734,162720,164302.0,496,164411
2259,1,161849,162720,163925.0,510,164358
2260,7,161918,162720,164173.0,539,164608
2261,8,162017,162720,164332.0,597,165522
2262,0,162060,162720,164423.0,395,164744
