Job,Routing_ID,Operation,Machine,Processing Time
J25-1943,1,9,M08,30
J25-1944,8,0,M00,76
J25-1944,8,1,M01,69
J25-1944,8,2,M03,76
J25-1944,8,3,M05,51
J25-1944,8,4,M02,85
J25-1944,8,5,M09,11
J25-1944,8,6,M06,40
J25-1944,8,7,M07,89
J25-1944,8,8,M04,26
J25-1944,8,9,M08,74
J25-1945,2,0,M01,91
J25-1945,2,1,M00,85
J25-1945,2,2,M03,39
J25-1945,2,3,M02,74
J25-1945,2,4,M08,90
J25-1945,2,5,M05,10
J25-1945,2,6,M07,12
J25-1945,2,7,M06,89
J25-1945,2,8,M09,45
J25-1945,2,9,M04,33
J25-1946,0,0,M00,29
J25-1946,0,1,M01,78
J25-1946,0,2,M02,9
J25-1946,0,3,M03,36
J25-1946,0,4,M04,49
J25-1946,0,5,M05,11
J25-1946,0,6,M06,62
J25-1946,0,7,M07,56
J25-1946,0,8,M08,44
J25-1946,0,9,M09,21
J25-1947,7,0,M02,31
J25-1947,7,1,M00,86
J25-1947,7,2,M01,46
J25-1947,7,3,M05,74
J25-1947,7,4,M04,32
J25-1947,7,5,M06,88
J25-1947,7,6,M08,19
J25-1947,7,7,M09,48
J25-1947,7,8,M07,36
J25-1947,7,9,M03,79
J25-1948,9,0,M01,85
J25-1948,9,1,M00,13
J25-1948,9,2,M02,61
J25-1948,9,3,M06,7
J25-1948,9,4,M08,64
J25-1948,9,5,M09,76
J25-1948,9,6,M05,47
J25-1948,9,7,M03,52
J25-1948,9,8,M04,90
J25-1948,9,9,M07,45
J25-1949,6,0,M01,46
J25-1949,6,1,M00,37
J25-1949,6,2,M03,61
J25-1949,6,3,M02,13
J25-1949,6,4,M06,32
J25-1949,6,5,M05,21
J25-1949,6,6,M09,32
J25-1949,6,7,M08,89
J25-1949,6,8,M07,30
J25-1949,6,9,M04,55
J25-1950,1,0,M00,43
J25-1950,1,1,M02,90
J25-1950,1,2,M04,75
J25-1950,1,3,M09,11
J25-1950,1,4,M03,69
J25-1950,1,5,M01,28
J25-1950,1,6,M06,46
J25-1950,1,7,M05,46
J25-1950,1,8,M07,72
J25-1950,1,9,M08,30
J25-1951,8,0,M00,76
J25-1951,8,1,M01,69
J25-1951,8,2,M03,76
J25-1951,8,3,M05,51
J25-1951,8,4,M02,85
J25-1951,8,5,M09,11
J25-1951,8,6,M06,40
J25-1951,8,7,M07,89
J25-1951,8,8,M04,26
J25-1951,8,9,M08,74
J25-1952,6,0,M01,46
J25-1952,6,1,M00,37
J25-1952,6,2,M03,61
J25-1952,6,3,M02,13
J25-1952,6,4,M06,32
J25-1952,6,5,M05,21
J25-1952,6,6,M09,32
J25-1952,6,7,M08,89
J25-1952,6,8,M07,30
J25-1952,6,9,M04,55
J25-1953,5,0,M02,84
J25-1953,5,1,M01,2
J25-1953,5,2,M05,52
J25-1953,5,3,M03,95
J25-1953,5,4,M08,48
J25-1953,5,5,M09,72
J25-1953,5,6,M00,47
J25-1953,5,7,M06,65
J25-1953,5,8,M04,6
J25-1953,5,9,M07,25
J25-1954,9,0,M01,85
J25-1954,9,1,M00,13
J25-1954,9,2,M02,61
J25-1954,9,3,M06,7
J25-1954,9,4,M08,64
J25-1954,9,5,M09,76
J25-1954,9,6,M05,47
J25-1954,9,7,M03,52
J25-1954,9,8,M04,90
J25-1954,9,9,M07,45
J25-1955,3,0,M01,81
J25-1955,3,1,M02,95
J25-1955,3,2,M00,71
J25-1955,3,3,M04,99
J25-1955,3,4,M06,9
J25-1955,3,5,M08,52
J25-1955,3,6,M07,85
J25-1955,3,7,M03,98
J25-1955,3,8,M09,22
J25-1955,3,9,M05,43
J25-1956,0,0,M00,29
J25-1956,0,1,M01,78
J25-1956,0,2,M02,9
J25-1956,0,3,M03,36
J25-1956,0,4,M04,49
J25-1956,0,5,M05,11
J25-1956,0,6,M06,62
J25-1956,0,7,M07,56
J25-1956,0,8,M08,44
J25-1956,0,9,M09,21
J25-1957,7,0,M02,31
J25-1957,7,1,M00,86
J25-1957,7,2,M01,46
J25-1957,7,3,M05,74
J25-1957,7,4,M04,32
J25-1957,7,5,M06,88
J25-1957,7,6,M08,19
J25-1957,7,7,M09,48
J25-1957,7,8,M07,36
J25-1957,7,9,M03,79
J25-1958,4,0,M02,14
J25-1958,4,1,M00,6
J25-1958,4,2,M01,22
J25-1958,4,3,M05,61
J25-1958,4,4,M03,26
J25-1958,4,5,M04,69
J25-1958,4,6,M08,21
J25-1958,4,7,M07,49
J25-1958,4,8,M09,72
J25-1958,4,9,M06,53
J25-1959,2,0,M01,91
J25-1959,2,1,M00,85
J25-1959,2,2,M03,39
J25-1959,2,3,M02,74
J25-1959,2,4,M08,90
J25-1959,2,5,M05,10
J25-1959,2,6,M07,12
J25-1959,2,7,M06,89
J25-1959,2,8,M09,45
J25-1959,2,9,M04,33
J25-1960,1,0,M00,43
J25-1960,1,1,M02,90
J25-1960,1,2,M04,75
J25-1960,1,3,M09,11
J25-1960,1,4,M03,69
J25-1960,1,5,M01,28
J25-1960,1,6,M06,46
J25-1960,1,7,M05,46
J25-1960,1,8,M07,72
J25-1960,1,9,M08,30
J25-1961,7,0,M02,31
J25-1961,7,1,M00,86
J25-1961,7,2,M01,46
J25-1961,7,3,M05,74
J25-1961,7,4,M04,32
J25-1961,7,5,M06,88
J25-1961,7,6,M08,19
J25-1961,7,7,M09,48
J25-1961,7,8,M07,36
J25-1961,7,9,M03,79
J25-1962,4,0,M02,14
J25-1962,4,1,M00,6
J25-1962,4,2,M01,22
J25-1962,4,3,M05,61
J25-1962,4,4,M03,26
J25-1962,4,5,M04,69
J25-1962,4,6,M08,21
J25-1962,4,7,M07,49
J25-1962,4,8,M09,72
J25-1962,4,9,M06,53
J25-1963,3,0,M01,81
J25-1963,3,1,M02,95
J25-1963,3,2,M00,71
J25-1963,3,3,M04,99
J25-1963,3,4,M06,9
J25-1963,3,5,M08,52
J25-1963,3,6,M07,85
J25-1963,3,7,M03,98
J25-1963,3,8,M09,22
J25-1963,3,9,M05,43
J25-1964,9,0,M01,85
J25-1964,9,1,M00,13
J25-1964,9,2,M02,61
J25-1964,9,3,M06,7
J25-1964,9,4,M08,64
J25-1964,9,5,M09,76
J25-1964,9,6,M05,47
J25-1964,9,7,M03,52
J25-1964,9,8,M04,90
J25-1964,9,9,M07,45
J25-1965,2,0,M01,91
J25-1965,2,1,M00,85
J25-1965,2,2,M03,39
J25-1965,2,3,M02,74
J25-1965,2,4,M08,90
J25-1965,2,5,M05,10
J25-1965,2,6,M07,12
J25-1965,2,7,M06,89
J25-1965,2,8,M09,45
J25-1965,2,9,M04,33
J25-1966,5,0,M02,84
J25-1966,5,1,M01,2
J25-1966,5,2,M05,52
J25-1966,5,3,M03,95
J25-1966,5,4,M08,48
J25-1966,5,5,M09,72
J25-1966,5,6,M00,47
J25-1966,5,7,M06,65
J25-1966,5,8,M04,6
J25-1966,5,9,M07,25
J25-1967,6,0,M01,46
J25-1967,6,1,M00,37
J25-1967,6,2,M03,61
J25-1967,6,3,M02,13
J25-1967,6,4,M06,32
J25-1967,6,5,M05,21
J25-1967,6,6,M09,32
J25-1967,6,7,M08,89
J25-1967,6,8,M07,30
J25-1967,6,9,M04,55
J25-1968,8,0,M00,76
J25-1968,8,1,M01,69
J25-1968,8,2,M03,76
J25-1968,8,3,M05,51
J25-1968,8,4,M02,85
J25-1968,8,5,M09,11
J25-1968,8,6,M06,40
J25-1968,8,7,M07,89
J25-1968,8,8,M04,26
J25-1968,8,9,M08,74
J25-1969,0,0,M00,29
J25-1969,0,1,M01,78
J25-1969,0,2,M02,9
J25-1969,0,3,M03,36
J25-1969,0,4,M04,49
J25-1969,0,5,M05,11
J25-1969,0,6,M06,62
J25-1969,0,7,M07,56
J25-1969,0,8,M08,44
J25-1969,0,9,M09,21
J25-1970,8,0,M00,76
J25-1970,8,1,M01,69
J25-1970,8,2,M03,76
J25-1970,8,3,M05,51
J25-1970,8,4,M02,85
J25-1970,8,5,M09,11
J25-1970,8,6,M06,40
J25-1970,8,7,M07,89
J25-1970,8,8,M04,26
J25-1970,8,9,M08,74
J25-1971,1,0,M00,43
J25-1971,1,1,M02,90
J25-1971,1,2,M04,75
J25-1971,1,3,M09,11
J25-1971,1,4,M03,69
J25-1971,1,5,M01,28
J25-1971,1,6,M06,46
J25-1971,1,7,M05,46
J25-1971,1,8,M07,72
J25-1971,1,9,M08,30
J25-1972,4,0,M02,14
J25-1972,4,1,M00,6
J25-1972,4,2,M01,22
J25-1972,4,3,M05,61
J25-1972,4,4,M03,26
J25-1972,4,5,M04,69
J25-1972,4,6,M08,21
J25-1972,4,7,M07,49
J25-1972,4,8,M09,72
J25-1972,4,9,M06,53
J25-1973,6,0,M01,46
J25-1973,6,1,M00,37
J25-1973,6,2,M03,61
J25-1973,6,3,M02,13
J25-1973,6,4,M06,32
J25-1973,6,5,M05,21
J25-1973,6,6,M09,32
J25-1973,6,7,M08,89
J25-1973,6,8,M07,30
J25-1973,6,9,M04,55
J25-1974,9,0,M01,85
J25-1974,9,1,M00,13
J25-1974,9,2,M02,61
J25-1974,9,3,M06,7
J25-1974,9,4,M08,64
J25-1974,9,5,M09,76
J25-1974,9,6,M05,47
J25-1974,9,7,M03,52
J25-1974,9,8,M04,90
J25-1974,9,9,M07,45
J25-1975,3,0,M01,81
J25-1975,3,1,M02,95
J25-1975,3,2,M00,71
J25-1975,3,3,M04,99
J25-1975,3,4,M06,9
J25-1975,3,5,M08,52
J25-1975,3,6,M07,85
J25-1975,3,7,M03,98
J25-1975,3,8,M09,22
J25-1975,3,9,M05,43
J25-1976,2,0,M01,91
J25-1976,2,1,M00,85
J25-1976,2,2,M03,39
J25-1976,2,3,M02,74
J25-1976,2,4,M08,90
J25-1976,2,5,M05,10
J25-1976,2,6,M07,12
J25-1976,2,7,M06,89
J25-1976,2,8,M09,45
J25-1976,2,9,M04,33
J25-1977,0,0,M00,29
J25-1977,0,1,M01,78
J25-1977,0,2,M02,9
J25-1977,0,3,M03,36
J25-1977,0,4,M04,49
J25-1977,0,5,M05,11
J25-1977,0,6,M06,62
J25-1977,0,7,M07,56
J25-1977,0,8,M08,44
J25-1977,0,9,M09,21
J25-1978,5,0,M02,84
J25-1978,5,1,M01,2
J25-1978,5,2,M05,52
J25-1978,5,3,M03,95
J25-1978,5,4,M08,48
J25-1978,5,5,M09,72
J25-1978,5,6,M00,47
J25-1978,5,7,M06,65
J25-1978,5,8,M04,6
J25-1978,5,9,M07,25
J25-1979,7,0,M02,31
J25-1979,7,1,M00,86
J25-1979,7,2,M01,46
J25-1979,7,3,M05,74
J25-1979,7,4,M04,32
J25-1979,7,5,M06,88
J25-1979,7,6,M08,19
J25-1979,7,7,M09,48
J25-1979,7,8,M07,36
J25-1979,7,9,M03,79
J25-1980,4,0,M02,14
J25-1980,4,1,M00,6
J25-1980,4,2,M01,22
J25-1980,4,3,M05,61
J25-1980,4,4,M03,26
J25-1980,4,5,M04,69
J25-1980,4,6,M08,21
J25-1980,4,7,M07,49
J25-1980,4,8,M09,72
J25-1980,4,9,M06,53
J25-1981,9,0,M01,85
J25-1981,9,1,M00,13
J25-1981,9,2,M02,61
J25-1981,9,3,M06,7
J25-1981,9,4,M08,64
J25-1981,9,5,M09,76
J25-1981,9,6,M05,47
J25-1981,9,7,M03,52
J25-1981,9,8,M04,90
J25-1981,9,9,M07,45
J25-1982,1,0,M00,43
J25-1982,1,1,M02,90
J25-1982,1,2,M04,75
J25-1982,1,3,M09,11
J25-1982,1,4,M03,69
J25-1982,1,5,M01,28
J25-1982,1,6,M06,46
J25-1982,1,7,M05,46
J25-1982,1,8,M07,72
J25-1982,1,9,M08,30
J25-1983,2,0,M01,91
J25-1983,2,1,M00,85
J25-1983,2,2,M03,39
J25-1983,2,3,M02,74
J25-1983,2,4,M08,90
J25-1983,2,5,M05,10
J25-1983,2,6,M07,12
J25-1983,2,7,M06,89
J25-1983,2,8,M09,45
J25-1983,2,9,M04,33
J25-1984,0,0,M00,29
J25-1984,0,1,M01,78
J25-1984,0,2,M02,9
J25-1984,0,3,M03,36
J25-1984,0,4,M04,49
J25-1984,0,5,M05,11
J25-1984,0,6,M06,62
J25-1984,0,7,M07,56
J25-1984,0,8,M08,44
J25-1984,0,9,M09,21
J25-1985,8,0,M00,76
J25-1985,8,1,M01,69
J25-1985,8,2,M03,76
J25-1985,8,3,M05,51
J25-1985,8,4,M02,85
J25-1985,8,5,M09,11
J25-1985,8,6,M06,40
J25-1985,8,7,M07,89
J25-1985,8,8,M04,26
J25-1985,8,9,M08,74
J25-1986,5,0,M02,84
J25-1986,5,1,M01,2
J25-1986,5,2,M05,52
J25-1986,5,3,M03,95
J25-1986,5,4,M08,48
J25-1986,5,5,M09,72
J25-1986,5,6,M00,47
J25-1986,5,7,M06,65
J25-1986,5,8,M04,6
J25-1986,5,9,M07,25
J25-1987,3,0,M01,81
J25-1987,3,1,M02,95
J25-1987,3,2,M00,71
J25-1987,3,3,M04,99
J25-1987,3,4,M06,9
J25-1987,3,5,M08,52
J25-1987,3,6,M07,85
J25-1987,3,7,M03,98
J25-1987,3,8,M09,22
J25-1987,3,9,M05,43
J25-1988,7,0,M02,31
J25-1988,7,1,M00,86
J25-1988,7,2,M01,46
J25-1988,7,3,M05,74
J25-1988,7,4,M04,32
J25-1988,7,5,M06,88
J25-1988,7,6,M08,19
J25-1988,7,7,M09,48
J25-1988,7,8,M07,36
J25-1988,7,9,M03,79
J25-1989,6,0,M01,46
J25-1989,6,1,M00,37
J25-1989,6,2,M03,61
J25-1989,6,3,M02,13
J25-1989,6,4,M06,32
J25-1989,6,5,M05,21
J25-1989,6,6,M09,32
J25-1989,6,7,M08,89
J25-1989,6,8,M07,30
J25-1989,6,9,M04,55
J25-1990,3,0,M01,81
J25-1990,3,1,M02,95
J25-1990,3,2,M00,71
J25-1990,3,3,M04,99
J25-1990,3,4,M06,9
J25-1990,3,5,M08,52
J25-1990,3,6,M07,85
J25-1990,3,7,M03,98
J25-1990,3,8,M09,22
J25-1990,3,9,M05,43
J25-1991,2,0,M01,91
J25-1991,2,1,M00,85
J25-1991,2,2,M03,39
J25-1991,2,3,M02,74
J25-1991,2,4,M08,90
J25-1991,2,5,M05,10
J25-1991,2,6,M07,12
J25-1991,2,7,M06,89
J25-1991,2,8,M09,45
J25-1991,2,9,M04,33
J25-1992,5,0,M02,84
J25-1992,5,1,M01,2
J25-1992,5,2,M05,52
J25-1992,5,3,M03,95
J25-1992,5,4,M08,48
J25-1992,5,5,M09,72
J25-1992,5,6,M00,47
J25-1992,5,7,M06,65
J25-1992,5,8,M04,6
J25-1992,5,9,M07,25
J25-1993,0,0,M00,29
J25-1993,0,1,M01,78
J25-1993,0,2,M02,9
J25-1993,0,3,M03,36
J25-1993,0,4,M04,49
J25-1993,0,5,M05,11
J25-1993,0,6,M06,62
J25-1993,0,7,M07,56
J25-1993,0,8,M08,44
J25-1993,0,9,M09,21
J25-1994,1,0,M00,43
J25-1994,1,1,M02,90
J25-1994,1,2,M04,75
J25-1994,1,3,M09,11
J25-1994,1,4,M03,69
J25-1994,1,5,M01,28
J25-1994,1,6,M06,46
J25-1994,1,7,M05,46
J25-1994,1,8,M07,72
J25-1994,1,9,M08,30
J25-1995,8,0,M00,76
J25-1995,8,1,M01,69
J25-1995,8,2,M03,76
J25-1995,8,3,M05,51
J25-1995,8,4,M02,85
J25-1995,8,5,M09,11
J25-1995,8,6,M06,40
J25-1995,8,7,M07,89
J25-1995,8,8,M04,26
J25-1995,8,9,M08,74
J25-1996,6,0,M01,46
J25-1996,6,1,M00,37
J25-1996,6,2,M03,61
J25-1996,6,3,M02,13
J25-1996,6,4,M06,32
J25-1996,6,5,M05,21
J25-1996,6,6,M09,32
J25-1996,6,7,M08,89
J25-1996,6,8,M07,30
J25-1996,6,9,M04,55
J25-1997,7,0,M02,31
J25-1997,7,1,M00,86
J25-1997,7,2,M01,46
J25-1997,7,3,M05,74
J25-1997,7,4,M04,32
J25-1997,7,5,M06,88
J25-1997,7,6,M08,19
J25-1997,7,7,M09,48
J25-1997,7,8,M07,36
J25-1997,7,9,M03,79
J25-1998,9,0,M01,85
J25-1998,9,1,M00,13
J25-1998,9,2,M02,61
J25-1998,9,3,M06,7
J25-1998,9,4,M08,64
J25-1998,9,5,M09,76
J25-1998,9,6,M05,47
J25-1998,9,7,M03,52
J25-1998,9,8,M04,90
J25-1998,9,9,M07,45
J25-1999,4,0,M02,14
J25-1999,4,1,M00,6
J25-1999,4,2,M01,22
J25-1999,4,3,M05,61
J25-1999,4,4,M03,26
J25-1999,4,5,M04,69
J25-1999,4,6,M08,21
J25-1999,4,7,M07,49
J25-1999,4,8,M09,72
J25-1999,4,9,M06,53
J25-2000,1,0,M00,43
J25-2000,1,1,M02,90
J25-2000,1,2,M04,75
J25-2000,1,3,M09,11
J25-2000,1,4,M03,69
J25-2000,1,5,M01,28
J25-2000,1,6,M06,46
J25-2000,1,7,M05,46
J25-2000,1,8,M07,72
J25-2000,1,9,M08,30
J25-2001,3,0,M01,81
J25-2001,3,1,M02,95
J25-2001,3,2,M00,71
J25-2001,3,3,M04,99
J25-2001,3,4,M06,9
J25-2001,3,5,M08,52
J25-2001,3,6,M07,85
J25-2001,3,7,M03,98
J25-2001,3,8,M09,22
J25-2001,3,9,M05,43
J25-2002,7,0,M02,31
J25-2002,7,1,M00,86
J25-2002,7,2,M01,46
J25-2002,7,3,M05,74
J25-2002,7,4,M04,32
J25-2002,7,5,M06,88
J25-2002,7,6,M08,19
J25-2002,7,7,M09,48
J25-2002,7,8,M07,36
J25-2002,7,9,M03,79
J25-2003,8,0,M00,76
J25-2003,8,1,M01,69
J25-2003,8,2,M03,76
J25-2003,8,3,M05,51
J25-2003,8,4,M02,85
J25-2003,8,5,M09,11
J25-2003,8,6,M06,40
J25-2003,8,7,M07,89
J25-2003,8,8,M04,26
J25-2003,8,9,M08,74
J25-2004,0,0,M00,29
J25-2004,0,1,M01,78
J25-2004,0,2,M02,9
J25-2004,0,3,M03,36
J25-2004,0,4,M04,49
J25-2004,0,5,M05,11
J25-2004,0,6,M06,62
J25-2004,0,7,M07,56
J25-2004,0,8,M08,44
J25-2004,0,9,M09,21
J25-2005,5,0,M02,84
J25-2005,5,1,M01,2
J25-2005,5,2,M05,52
J25-2005,5,3,M03,95
J25-2005,5,4,M08,48
J25-2005,5,5,M09,72
J25-2005,5,6,M00,47
J25-2005,5,7,M06,65
J25-2005,5,8,M04,6
J25-2005,5,9,M07,25
J25-2006,4,0,M02,14
J25-2006,4,1,M00,6
J25-2006,4,2,M01,22
J25-2006,4,3,M05,61
J25-2006,4,4,M03,26
J25-2006,4,5,M04,69
J25-2006,4,6,M08,21
J25-2006,4,7,M07,49
J25-2006,4,8,M09,72
J25-2006,4,9,M06,53
J25-2007,2,0,M01,91
J25-2007,2,1,M00,85
J25-2007,2,2,M03,39
J25-2007,2,3,M02,74
J25-2007,2,4,M08,90
J25-2007,2,5,M05,10
J25-2007,2,6,M07,12
J25-2007,2,7,M06,89
J25-2007,2,8,M09,45
J25-2007,2,9,M04,33
J25-2008,9,0,M01,85
J25-2008,9,1,M00,13
J25-2008,9,2,M02,61
J25-2008,9,3,M06,7
J25-2008,9,4,M08,64
J25-2008,9,5,M09,76
J25-2008,9,6,M05,47
J25-2008,9,7,M03,52
J25-2008,9,8,M04,90
J25-2008,9,9,M07,45
J25-2009,6,0,M01,46
J25-2009,6,1,M00,37
J25-2009,6,2,M03,61
J25-2009,6,3,M02,13
J25-2009,6,4,M06,32
J25-2009,6,5,M05,21
J25-2009,6,6,M09,32
J25-2009,6,7,M08,89
J25-2009,6,8,M07,30
J25-2009,6,9,M04,55
J25-2010,0,0,M00,29
J25-2010,0,1,M01,78
J25-2010,0,2,M02,9
J25-2010,0,3,M03,36
J25-2010,0,4,M04,49
J25-2010,0,5,M05,11
J25-2010,0,6,M06,62
J25-2010,0,7,M07,56
J25-2010,0,8,M08,44
J25-2010,0,9,M09,21
J25-2011,1,0,M00,43
J25-2011,1,1,M02,90
J25-2011,1,2,M04,75
J25-2011,1,3,M09,11
J25-2011,1,4,M03,69
J25-2011,1,5,M01,28
J25-2011,1,6,M06,46
J25-2011,1,7,M05,46
J25-2011,1,8,M07,72
J25-2011,1,9,M08,30
J25-2012,2,0,M01,91
J25-2012,2,1,M00,85
J25-2012,2,2,M03,39
J25-2012,2,3,M02,74
J25-2012,2,4,M08,90
J25-2012,2,5,M05,10
J25-2012,2,6,M07,12
J25-2012,2,7,M06,89
J25-2012,2,8,M09,45
J25-2012,2,9,M04,33
J25-2013,3,0,M01,81
J25-2013,3,1,M02,95
J25-2013,3,2,M00,71
J25-2013,3,3,M04,99
J25-2013,3,4,M06,9
J25-2013,3,5,M08,52
J25-2013,3,6,M07,85
J25-2013,3,7,M03,98
J25-2013,3,8,M09,22
J25-2013,3,9,M05,43
J25-2014,4,0,M02,14
J25-2014,4,1,M00,6
J25-2014,4,2,M01,22
J25-2014,4,3,M05,61
J25-2014,4,4,M03,26
J25-2014,4,5,M04,69
J25-2014,4,6,M08,21
J25-2014,4,7,M07,49
J25-2014,4,8,M09,72
J25-2014,4,9,M06,53
J25-2015,5,0,M02,84
J25-2015,5,1,M01,2
J25-2015,5,2,M05,52
J25-2015,5,3,M03,95
J25-2015,5,4,M08,48
J25-2015,5,5,M09,72
J25-2015,5,6,M00,47
J25-2015,5,7,M06,65
J25-2015,5,8,M04,6
J25-2015,5,9,M07,25
J25-2016,6,0,M01,46
J25-2016,6,1,M00,37
J25-2016,6,2,M03,61
J25-2016,6,3,M02,13
J25-2016,6,4,M06,32
J25-2016,6,5,M05,21
J25-2016,6,6,M09,32
J25-2016,6,7,M08,89
J25-2016,6,8,M07,30
J25-2016,6,9,M04,55
J25-2017,7,0,M02,31
J25-2017,7,1,M00,86
J25-2017,7,2,M01,46
J25-2017,7,3,M05,74
J25-2017,7,4,M04,32
J25-2017,7,5,M06,88
J25-2017,7,6,M08,19
J25-2017,7,7,M09,48
J25-2017,7,8,M07,36
J25-2017,7,9,M03,79
J25-2018,8,0,M00,76
J25-2018,8,1,M01,69
J25-2018,8,2,M03,76
J25-2018,8,3,M05,51
J25-2018,8,4,M02,85
J25-2018,8,5,M09,11
J25-2018,8,6,M06,40
J25-2018,8,7,M07,89
J25-2018,8,8,M04,26
J25-2018,8,9,M08,74
J25-2019,9,0,M01,85
J25-2019,9,1,M00,13
J25-2019,9,2,M02,61
J25-2019,9,3,M06,7
J25-2019,9,4,M08,64
J25-2019,9,5,M09,76
J25-2019,9,6,M05,47
J25-2019,9,7,M03,52
J25-2019,9,8,M04,90
J25-2019,9,9,M07,45
J25-2020,8,0,M00,76
J25-2020,8,1,M01,69
J25-2020,8,2,M03,76
J25-2020,8,3,M05,51
J25-2020,8,4,M02,85
J25-2020,8,5,M09,11
J25-2020,8,6,M06,40
J25-2020,8,7,M07,89
J25-2020,8,8,M04,26
J25-2020,8,9,M08,74
J25-2021,3,0,M01,81
J25-2021,3,1,M02,95
J25-2021,3,2,M00,71
J25-2021,3,3,M04,99
J25-2021,3,4,M06,9
J25-2021,3,5,M08,52
J25-2021,3,6,M07,85
J25-2021,3,7,M03,98
J25-2021,3,8,M09,22
J25-2021,3,9,M05,43
J25-2022,6,0,M01,46
J25-2022,6,1,M00,37
J25-2022,6,2,M03,61
J25-2022,6,3,M02,13
J25-2022,6,4,M06,32
J25-2022,6,5,M05,21
J25-2022,6,6,M09,32
J25-2022,6,7,M08,89
J25-2022,6,8,M07,30
J25-2022,6,9,M04,55
J25-2023,2,0,M01,91
J25-2023,2,1,M00,85
J25-2023,2,2,M03,39
J25-2023,2,3,M02,74
J25-2023,2,4,M08,90
J25-2023,2,5,M05,10
J25-2023,2,6,M07,12
J25-2023,2,7,M06,89
J25-2023,2,8,M09,45
J25-2023,2,9,M04,33
J25-2024,5,0,M02,84
J25-2024,5,1,M01,2
J25-2024,5,2,M05,52
J25-2024,5,3,M03,95
J25-2024,5,4,M08,48
J25-2024,5,5,M09,72
J25-2024,5,6,M00,47
J25-2024,5,7,M06,65
J25-2024,5,8,M04,6
J25-2024,5,9,M07,25
J25-2025,1,0,M00,43
J25-2025,1,1,M02,90
J25-2025,1,2,M04,75
J25-2025,1,3,M09,11
J25-2025,1,4,M03,69
J25-2025,1,5,M01,28
J25-2025,1,6,M06,46
J25-2025,1,7,M05,46
J25-2025,1,8,M07,72
J25-2025,1,9,M08,30
J25-2026,7,0,M02,31
J25-2026,7,1,M00,86
J25-2026,7,2,M01,46
J25-2026,7,3,M05,74
J25-2026,7,4,M04,32
J25-2026,7,5,M06,88
J25-2026,7,6,M08,19
J25-2026,7,7,M09,48
J25-2026,7,8,M07,36
J25-2026,7,9,M03,79
J25-2027,4,0,M02,14
J25-2027,4,1,M00,6
J25-2027,4,2,M01,22
J25-2027,4,3,M05,61
J25-2027,4,4,M03,26
J25-2027,4,5,M04,69
J25-2027,4,6,M08,21
J25-2027,4,7,M07,49
J25-2027,4,8,M09,72
J25-2027,4,9,M06,53
J25-2028,0,0,M00,29
J25-2028,0,1,M01,78
J25-2028,0,2,M02,9
J25-2028,0,3,M03,36
J25-2028,0,4,M04,49
J25-2028,0,5,M05,11
J25-2028,0,6,M06,62
J25-2028,0,7,M07,56
J25-2028,0,8,M08,44
J25-2028,0,9,M09,21
J25-2029,9,0,M01,85
J25-2029,9,1,M00,13
J25-2029,9,2,M02,61
J25-2029,9,3,M06,7
J25-2029,9,4,M08,64
J25-2029,9,5,M09,76
J25-2029,9,6,M05,47
J25-2029,9,7,M03,52
J25-2029,9,8,M04,90
J25-2029,9,9,M07,45
J25-2030,2,0,M01,91
J25-2030,2,1,M00,85
J25-2030,2,2,M03,39
J25-2030,2,3,M02,74
J25-2030,2,4,M08,90
J25-2030,2,5,M05,10
J25-2030,2,6,M07,12
J25-2030,2,7,M06,89
J25-2030,2,8,M09,45
J25-2030,2,9,M04,33
J25-2031,7,0,M02,31
J25-2031,7,1,M00,86
J25-2031,7,2,M01,46
J25-2031,7,3,M05,74
J25-2031,7,4,M04,32
J25-2031,7,5,M06,88
J25-2031,7,6,M08,19
J25-2031,7,7,M09,48
J25-2031,7,8,M07,36
J25-2031,7,9,M03,79
J25-2032,4,0,M02,14
J25-2032,4,1,M00,6
J25-2032,4,2,M01,22
J25-2032,4,3,M05,61
J25-2032,4,4,M03,26
J25-2032,4,5,M04,69
J25-2032,4,6,M08,21
J25-2032,4,7,M07,49
J25-2032,4,8,M09,72
J25-2032,4,9,M06,53
J25-2033,0,0,M00,29
J25-2033,0,1,M01,78
J25-2033,0,2,M02,9
J25-2033,0,3,M03,36
J25-2033,0,4,M04,49
J25-2033,0,5,M05,11
J25-2033,0,6,M06,62
J25-2033,0,7,M07,56
J25-2033,0,8,M08,44
J25-2033,0,9,M09,21
J25-2034,5,0,M02,84
J25-2034,5,1,M01,2
J25-2034,5,2,M05,52
J25-2034,5,3,M03,95
J25-2034,5,4,M08,48
J25-2034,5,5,M09,72
J25-2034,5,6,M00,47
J25-2034,5,7,M06,65
J25-2034,5,8,M04,6
J25-2034,5,9,M07,25
J25-2035,1,0,M00,43
J25-2035,1,1,M02,90
J25-2035,1,2,M04,75
J25-2035,1,3,M09,11
J25-2035,1,4,M03,69
J25-2035,1,5,M01,28
J25-2035,1,6,M06,46
J25-2035,1,7,M05,46
J25-2035,1,8,M07,72
J25-2035,1,9,M08,30
J25-2036,3,0,M01,81
J25-2036,3,1,M02,95
J25-2036,3,2,M00,71
J25-2036,3,3,M04,99
J25-2036,3,4,M06,9
J25-2036,3,5,M08,52
J25-2036,3,6,M07,85
J25-2036,3,7,M03,98
J25-2036,3,8,M09,22
J25-2036,3,9,M05,43
