Job,Production_Plan_ID,Operation,Machine,Processing Time,Arrival,Ready Time
1238,7,4,M04,32,91508,92160
1238,7,5,M06,88,91508,92160
1238,7,6,M08,19,91508,92160
1238,7,7,M09,48,91508,92160
1238,7,8,M07,36,91508,92160
1238,7,9,M03,79,91508,92160
1239,8,0,M00,76,91578,92160
1239,8,1,M01,69,91578,92160
1239,8,2,M03,76,91578,92160
1239,8,3,M05,51,91578,92160
1239,8,4,M02,85,91578,92160
1239,8,5,M09,11,91578,92160
1239,8,6,M06,40,91578,92160
1239,8,7,M07,89,91578,92160
1239,8,8,M04,26,91578,92160
1239,8,9,M08,74,91578,92160
1240,9,0,M01,85,91704,92160
1240,9,1,M00,13,91704,92160
1240,9,2,M02,61,91704,92160
1240,9,3,M06,7,91704,92160
1240,9,4,M08,64,91704,92160
1240,9,5,M09,76,91704,92160
1240,9,6,M05,47,91704,92160
1240,9,7,M03,52,91704,92160
1240,9,8,M04,90,91704,92160
1240,9,9,M07,45,91704,92160
1241,2,0,M01,91,91712,92160
1241,2,1,M00,85,91712,92160
1241,2,2,M03,39,91712,92160
1241,2,3,M02,74,91712,92160
1241,2,4,M08,90,91712,92160
1241,2,5,M05,10,91712,92160
1241,2,6,M07,12,91712,92160
1241,2,7,M06,89,91712,92160
1241,2,8,M09,45,91712,92160
1241,2,9,M04,33,91712,92160
1242,0,0,M00,29,91712,92160
1242,0,1,M01,78,91712,92160
1242,0,2,M02,9,91712,92160
1242,0,3,M03,36,91712,92160
1242,0,4,M04,49,91712,92160
1242,0,5,M05,11,91712,92160
1242,0,6,M06,62,91712,92160
1242,0,7,M07,56,91712,92160
1242,0,8,M08,44,91712,92160
1242,0,9,M09,21,91712,92160
1243,5,0,M02,84,91758,92160
1243,5,1,M01,2,91758,92160
1243,5,2,M05,52,91758,92160
1243,5,3,M03,95,91758,92160
1243,5,4,M08,48,91758,92160
1243,5,5,M09,72,91758,92160
1243,5,6,M00,47,91758,92160
1243,5,7,M06,65,91758,92160
1243,5,8,M04,6,91758,92160
1243,5,9,M07,25,91758,92160
1244,7,0,M02,31,91863,92160
1244,7,1,M00,86,91863,92160
1244,7,2,M01,46,91863,92160
1244,7,3,M05,74,91863,92160
1244,7,4,M04,32,91863,92160
1244,7,5,M06,88,91863,92160
1244,7,6,M08,19,91863,92160
1244,7,7,M09,48,91863,92160
1244,7,8,M07,36,91863,92160
1244,7,9,M03,79,91863,92160
1245,6,0,M01,46,92170,93600
1245,6,1,M00,37,92170,93600
1245,6,2,M03,61,92170,93600
1245,6,3,M02,13,92170,93600
1245,6,4,M06,32,92170,93600
1245,6,5,M05,21,92170,93600
1245,6,6,M09,32,92170,93600
1245,6,7,M08,89,92170,93600
1245,6,8,M07,30,92170,93600
1245,6,9,M04,55,92170,93600
1246,3,0,M01,81,92213,93600
1246,3,1,M02,95,92213,93600
1246,3,2,M00,71,92213,93600
1246,3,3,M04,99,92213,93600
1246,3,4,M06,9,92213,93600
1246,3,5,M08,52,92213,93600
1246,3,6,M07,85,92213,93600
1246,3,7,M03,98,92213,93600
1246,3,8,M09,22,92213,93600
1246,3,9,M05,43,92213,93600
1247,8,0,M00,76,92387,93600
1247,8,1,M01,69,92387,93600
1247,8,2,M03,76,92387,93600
1247,8,3,M05,51,92387,93600
1247,8,4,M02,85,92387,93600
1247,8,5,M09,11,92387,93600
1247,8,6,M06,40,92387,93600
1247,8,7,M07,89,92387,93600
1247,8,8,M04,26,92387,93600
1247,8,9,M08,74,92387,93600
1248,4,0,M02,14,92450,93600
1248,4,1,M00,6,92450,93600
1248,4,2,M01,22,92450,93600
1248,4,3,M05,61,92450,93600
1248,4,4,M03,26,92450,93600
1248,4,5,M04,69,92450,93600
1248,4,6,M08,21,92450,93600
1248,4,7,M07,49,92450,93600
1248,4,8,M09,72,92450,93600
1248,4,9,M06,53,92450,93600
1249,1,0,M00,43,92484,93600
1249,1,1,M02,90,92484,93600
1249,1,2,M04,75,92484,93600
1249,1,3,M09,11,92484,93600
1249,1,4,M03,69,92484,93600
1249,1,5,M01,28,92484,93600
1249,1,6,M06,46,92484,93600
1249,1,7,M05,46,92484,93600
1249,1,8,M07,72,92484,93600
1249,1,9,M08,30,92484,93600
1250,7,0,M02,31,92539,93600
1250,7,1,M00,86,92539,93600
1250,7,2,M01,46,92539,93600
1250,7,3,M05,74,92539,93600
1250,7,4,M04,32,92539,93600
1250,7,5,M06,88,92539,93600
1250,7,6,M08,19,92539,93600
1250,7,7,M09,48,92539,93600
1250,7,8,M07,36,92539,93600
1250,7,9,M03,79,92539,93600
1251,2,0,M01,91,92615,93600
1251,2,1,M00,85,92615,93600
1251,2,2,M03,39,92615,93600
1251,2,3,M02,74,92615,93600
1251,2,4,M08,90,92615,93600
1251,2,5,M05,10,92615,93600
1251,2,6,M07,12,92615,93600
1251,2,7,M06,89,92615,93600
1251,2,8,M09,45,92615,93600
1251,2,9,M04,33,92615,93600
1252,5,0,M02,84,92742,93600
1252,5,1,M01,2,92742,93600
1252,5,2,M05,52,92742,93600
1252,5,3,M03,95,92742,93600
1252,5,4,M08,48,92742,93600
1252,5,5,M09,72,92742,93600
1252,5,6,M00,47,92742,93600
1252,5,7,M06,65,92742,93600
1252,5,8,M04,6,92742,93600
1252,5,9,M07,25,92742,93600
1253,4,0,M02,14,92801,93600
1253,4,1,M00,6,92801,93600
1253,4,2,M01,22,92801,93600
1253,4,3,M05,61,92801,93600
1253,4,4,M03,26,92801,93600
1253,4,5,M04,69,92801,93600
1253,4,6,M08,21,92801,93600
1253,4,7,M07,49,92801,93600
1253,4,8,M09,72,92801,93600
1253,4,9,M06,53,92801,93600
1254,1,0,M00,43,92811,93600
1254,1,1,M02,90,92811,93600
1254,1,2,M04,75,92811,93600
1254,1,3,M09,11,92811,93600
1254,1,4,M03,69,92811,93600
1254,1,5,M01,28,92811,93600
1254,1,6,M06,46,92811,93600
1254,1,7,M05,46,92811,93600
1254,1,8,M07,72,92811,93600
1254,1,9,M08,30,92811,93600
1255,3,0,M01,81,92861,93600
1255,3,1,M02,95,92861,93600
1255,3,2,M00,71,92861,93600
1255,3,3,M04,99,92861,93600
1255,3,4,M06,9,92861,93600
1255,3,5,M08,52,92861,93600
1255,3,6,M07,85,92861,93600
1255,3,7,M03,98,92861,93600
1255,3,8,M09,22,92861,93600
1255,3,9,M05,43,92861,93600
1256,8,0,M00,76,92957,93600
1256,8,1,M01,69,92957,93600
1256,8,2,M03,76,92957,93600
1256,8,3,M05,51,92957,93600
1256,8,4,M02,85,92957,93600
1256,8,5,M09,11,92957,93600
1256,8,6,M06,40,92957,93600
1256,8,7,M07,89,92957,93600
1256,8,8,M04,26,92957,93600
1256,8,9,M08,74,92957,93600
1257,6,0,M01,46,92959,93600
1257,6,1,M00,37,92959,93600
1257,6,2,M03,61,92959,93600
1257,6,3,M02,13,92959,93600
1257,6,4,M06,32,92959,93600
1257,6,5,M05,21,92959,93600
1257,6,6,M09,32,92959,93600
1257,6,7,M08,89,92959,93600
1257,6,8,M07,30,92959,93600
1257,6,9,M04,55,92959,93600
1258,9,0,M01,85,93006,93600
1258,9,1,M00,13,93006,93600
1258,9,2,M02,61,93006,93600
1258,9,3,M06,7,93006,93600
1258,9,4,M08,64,93006,93600
1258,9,5,M09,76,93006,93600
1258,9,6,M05,47,93006,93600
1258,9,7,M03,52,93006,93600
1258,9,8,M04,90,93006,93600
1258,9,9,M07,45,93006,93600
1259,0,0,M00,29,93013,93600
1259,0,1,M01,78,93013,93600
1259,0,2,M02,9,93013,93600
1259,0,3,M03,36,93013,93600
1259,0,4,M04,49,93013,93600
1259,0,5,M05,11,93013,93600
1259,0,6,M06,62,93013,93600
1259,0,7,M07,56,93013,93600
1259,0,8,M08,44,93013,93600
1259,0,9,M09,21,93013,93600
1260,4,0,M02,14,93014,93600
1260,4,1,M00,6,93014,93600
1260,4,2,M01,22,93014,93600
1260,4,3,M05,61,93014,93600
1260,4,4,M03,26,93014,93600
1260,4,5,M04,69,93014,93600
1260,4,6,M08,21,93014,93600
1260,4,7,M07,49,93014,93600
1260,4,8,M09,72,93014,93600
1260,4,9,M06,53,93014,93600
1261,1,0,M00,43,93016,93600
1261,1,1,M02,90,93016,93600
1261,1,2,M04,75,93016,93600
1261,1,3,M09,11,93016,93600
1261,1,4,M03,69,93016,93600
1261,1,5,M01,28,93016,93600
1261,1,6,M06,46,93016,93600
1261,1,7,M05,46,93016,93600
1261,1,8,M07,72,93016,93600
1261,1,9,M08,30,93016,93600
1262,5,0,M02,84,93038,93600
1262,5,1,M01,2,93038,93600
1262,5,2,M05,52,93038,93600
1262,5,3,M03,95,93038,93600
1262,5,4,M08,48,93038,93600
1262,5,5,M09,72,93038,93600
1262,5,6,M00,47,93038,93600
1262,5,7,M06,65,93038,93600
1262,5,8,M04,6,93038,93600
1262,5,9,M07,25,93038,93600
1263,3,0,M01,81,93216,93600
1263,3,1,M02,95,93216,93600
1263,3,2,M00,71,93216,93600
1263,3,3,M04,99,93216,93600
1263,3,4,M06,9,93216,93600
1263,3,5,M08,52,93216,93600
1263,3,6,M07,85,93216,93600
1263,3,7,M03,98,93216,93600
1263,3,8,M09,22,93216,93600
1263,3,9,M05,43,93216,93600
1264,7,0,M02,31,93241,93600
1264,7,1,M00,86,93241,93600
1264,7,2,M01,46,93241,93600
1264,7,3,M05,74,93241,93600
1264,7,4,M04,32,93241,93600
1264,7,5,M06,88,93241,93600
1264,7,6,M08,19,93241,93600
1264,7,7,M09,48,93241,93600
1264,7,8,M07,36,93241,93600
1264,7,9,M03,79,93241,93600
1265,9,0,M01,85,93365,93600
1265,9,1,M00,13,93365,93600
1265,9,2,M02,61,93365,93600
1265,9,3,M06,7,93365,93600
1265,9,4,M08,64,93365,93600
1265,9,5,M09,76,93365,93600
1265,9,6,M05,47,93365,93600
1265,9,7,M03,52,93365,93600
1265,9,8,M04,90,93365,93600
1265,9,9,M07,45,93365,93600
1266,0,0,M00,29,93459,93600
1266,0,1,M01,78,93459,93600
1266,0,2,M02,9,93459,93600
1266,0,3,M03,36,93459,93600
1266,0,4,M04,49,93459,93600
1266,0,5,M05,11,93459,93600
1266,0,6,M06,62,93459,93600
1266,0,7,M07,56,93459,93600
1266,0,8,M08,44,93459,93600
1266,0,9,M09,21,93459,93600
1267,8,0,M00,76,93513,93600
1267,8,1,M01,69,93513,93600
1267,8,2,M03,76,93513,93600
1267,8,3,M05,51,93513,93600
1267,8,4,M02,85,93513,93600
1267,8,5,M09,11,93513,93600
1267,8,6,M06,40,93513,93600
1267,8,7,M07,89,93513,93600
1267,8,8,M04,26,93513,93600
1267,8,9,M08,74,93513,93600
1268,6,0,M01,46,93515,93600
1268,6,1,M00,37,93515,93600
1268,6,2,M03,61,93515,93600
1268,6,3,M02,13,93515,93600
1268,6,4,M06,32,93515,93600
1268,6,5,M05,21,93515,93600
1268,6,6,M09,32,93515,93600
1268,6,7,M08,89,93515,93600
1268,6,8,M07,30,93515,93600
1268,6,9,M04,55,93515,93600
1269,2,0,M01,91,93604,95040
1269,2,1,M00,85,93604,95040
1269,2,2,M03,39,93604,95040
1269,2,3,M02,74,93604,95040
1269,2,4,M08,90,93604,95040
1269,2,5,M05,10,93604,95040
1269,2,6,M07,12,93604,95040
1269,2,7,M06,89,93604,95040
1269,2,8,M09,45,93604,95040
1269,2,9,M04,33,93604,95040
1270,6,0,M01,46,93750,95040
1270,6,1,M00,37,93750,95040
1270,6,2,M03,61,93750,95040
1270,6,3,M02,13,93750,95040
1270,6,4,M06,32,93750,95040
1270,6,5,M05,21,93750,95040
1270,6,6,M09,32,93750,95040
1270,6,7,M08,89,93750,95040
1270,6,8,M07,30,93750,95040
1270,6,9,M04,55,93750,95040
1271,7,0,M02,31,93777,95040
1271,7,1,M00,86,93777,95040
1271,7,2,M01,46,93777,95040
1271,7,3,M05,74,93777,95040
1271,7,4,M04,32,93777,95040
1271,7,5,M06,88,93777,95040
1271,7,6,M08,19,93777,95040
1271,7,7,M09,48,93777,95040
1271,7,8,M07,36,93777,95040
1271,7,9,M03,79,93777,95040
1272,8,0,M00,76,93832,95040
1272,8,1,M01,69,93832,95040
1272,8,2,M03,76,93832,95040
1272,8,3,M05,51,93832,95040
1272,8,4,M02,85,93832,95040
1272,8,5,M09,11,93832,95040
1272,8,6,M06,40,93832,95040
1272,8,7,M07,89,93832,95040
1272,8,8,M04,26,93832,95040
1272,8,9,M08,74,93832,95040
1273,4,0,M02,14,93993,95040
1273,4,1,M00,6,93993,95040
1273,4,2,M01,22,93993,95040
1273,4,3,M05,61,93993,95040
1273,4,4,M03,26,93993,95040
1273,4,5,M04,69,93993,95040
1273,4,6,M08,21,93993,95040
1273,4,7,M07,49,93993,95040
1273,4,8,M09,72,93993,95040
1273,4,9,M06,53,93993,95040
1274,0,0,M00,29,94080,95040
1274,0,1,M01,78,94080,95040
1274,0,2,M02,9,94080,95040
1274,0,3,M03,36,94080,95040
1274,0,4,M04,49,94080,95040
1274,0,5,M05,11,94080,95040
1274,0,6,M06,62,94080,95040
1274,0,7,M07,56,94080,95040
1274,0,8,M08,44,94080,95040
1274,0,9,M09,21,94080,95040
1275,2,0,M01,91,94141,95040
1275,2,1,M00,85,94141,95040
1275,2,2,M03,39,94141,95040
1275,2,3,M02,74,94141,95040
1275,2,4,M08,90,94141,95040
1275,2,5,M05,10,94141,95040
1275,2,6,M07,12,94141,95040
1275,2,7,M06,89,94141,95040
1275,2,8,M09,45,94141,95040
1275,2,9,M04,33,94141,95040
1276,9,0,M01,85,94143,95040
1276,9,1,M00,13,94143,95040
1276,9,2,M02,61,94143,95040
1276,9,3,M06,7,94143,95040
1276,9,4,M08,64,94143,95040
1276,9,5,M09,76,94143,95040
1276,9,6,M05,47,94143,95040
1276,9,7,M03,52,94143,95040
1276,9,8,M04,90,94143,95040
1276,9,9,M07,45,94143,95040
1277,5,0,M02,84,94157,95040
1277,5,1,M01,2,94157,95040
1277,5,2,M05,52,94157,95040
1277,5,3,M03,95,94157,95040
1277,5,4,M08,48,94157,95040
1277,5,5,M09,72,94157,95040
1277,5,6,M00,47,94157,95040
1277,5,7,M06,65,94157,95040
1277,5,8,M04,6,94157,95040
1277,5,9,M07,25,94157,95040
1278,1,0,M00,43,94256,95040
1278,1,1,M02,90,94256,95040
1278,1,2,M04,75,94256,95040
1278,1,3,M09,11,94256,95040
1278,1,4,M03,69,94256,95040
1278,1,5,M01,28,94256,95040
1278,1,6,M06,46,94256,95040
1278,1,7,M05,46,94256,95040
1278,1,8,M07,72,94256,95040
1278,1,9,M08,30,94256,95040
1279,3,0,M01,81,94335,95040
1279,3,1,M02,95,94335,95040
1279,3,2,M00,71,94335,95040
1279,3,3,M04,99,94335,95040
1279,3,4,M06,9,94335,95040
1279,3,5,M08,52,94335,95040
1279,3,6,M07,85,94335,95040
1279,3,7,M03,98,94335,95040
1279,3,8,M09,22,94335,95040
1279,3,9,M05,43,94335,95040
1280,2,0,M01,91,94361,95040
1280,2,1,M00,85,94361,95040
1280,2,2,M03,39,94361,95040
1280,2,3,M02,74,94361,95040
1280,2,4,M08,90,94361,95040
1280,2,5,M05,10,94361,95040
1280,2,6,M07,12,94361,95040
1280,2,7,M06,89,94361,95040
1280,2,8,M09,45,94361,95040
1280,2,9,M04,33,94361,95040
1281,6,0,M01,46,94460,95040
1281,6,1,M00,37,94460,95040
1281,6,2,M03,61,94460,95040
1281,6,3,M02,13,94460,95040
1281,6,4,M06,32,94460,95040
1281,6,5,M05,21,94460,95040
1281,6,6,M09,32,94460,95040
1281,6,7,M08,89,94460,95040
1281,6,8,M07,30,94460,95040
1281,6,9,M04,55,94460,95040
1282,0,0,M00,29,94569,95040
1282,0,1,M01,78,94569,95040
1282,0,2,M02,9,94569,95040
1282,0,3,M03,36,94569,95040
1282,0,4,M04,49,94569,95040
1282,0,5,M05,11,94569,95040
1282,0,6,M06,62,94569,95040
1282,0,7,M07,56,94569,95040
1282,0,8,M08,44,94569,95040
1282,0,9,M09,21,94569,95040
1283,4,0,M02,14,94612,95040
1283,4,1,M00,6,94612,95040
1283,4,2,M01,22,94612,95040
1283,4,3,M05,61,94612,95040
1283,4,4,M03,26,94612,95040
1283,4,5,M04,69,94612,95040
1283,4,6,M08,21,94612,95040
1283,4,7,M07,49,94612,95040
1283,4,8,M09,72,94612,95040
1283,4,9,M06,53,94612,95040
1284,7,0,M02,31,94712,95040
1284,7,1,M00,86,94712,95040
1284,7,2,M01,46,94712,95040
1284,7,3,M05,74,94712,95040
1284,7,4,M04,32,94712,95040
1284,7,5,M06,88,94712,95040
1284,7,6,M08,19,94712,95040
1284,7,7,M09,48,94712,95040
1284,7,8,M07,36,94712,95040
1284,7,9,M03,79,94712,95040
1285,9,0,M01,85,94883,95040
1285,9,1,M00,13,94883,95040
1285,9,2,M02,61,94883,95040
1285,9,3,M06,7,94883,95040
1285,9,4,M08,64,94883,95040
1285,9,5,M09,76,94883,95040
1285,9,6,M05,47,94883,95040
1285,9,7,M03,52,94883,95040
1285,9,8,M04,90,94883,95040
1285,9,9,M07,45,94883,95040
1286,3,0,M01,81,94884,95040
1286,3,1,M02,95,94884,95040
1286,3,2,M00,71,94884,95040
1286,3,3,M04,99,94884,95040
1286,3,4,M06,9,94884,95040
1286,3,5,M08,52,94884,95040
1286,3,6,M07,85,94884,95040
1286,3,7,M03,98,94884,95040
1286,3,8,M09,22,94884,95040
1286,3,9,M05,43,94884,95040
1287,5,0,M02,84,94996,95040
1287,5,1,M01,2,94996,95040
1287,5,2,M05,52,94996,95040
1287,5,3,M03,95,94996,95040
1287,5,4,M08,48,94996,95040
1287,5,5,M09,72,94996,95040
1287,5,6,M00,47,94996,95040
1287,5,7,M06,65,94996,95040
1287,5,8,M04,6,94996,95040
1287,5,9,M07,25,94996,95040
1288,8,0,M00,76,95130,96480
1288,8,1,M01,69,95130,96480
1288,8,2,M03,76,95130,96480
1288,8,3,M05,51,95130,96480
1288,8,4,M02,85,95130,96480
1288,8,5,M09,11,95130,96480
1288,8,6,M06,40,95130,96480
1288,8,7,M07,89,95130,96480
1288,8,8,M04,26,95130,96480
1288,8,9,M08,74,95130,96480
1289,1,0,M00,43,95135,96480
1289,1,1,M02,90,95135,96480
1289,1,2,M04,75,95135,96480
1289,1,3,M09,11,95135,96480
1289,1,4,M03,69,95135,96480
1289,1,5,M01,28,95135,96480
1289,1,6,M06,46,95135,96480
1289,1,7,M05,46,95135,96480
1289,1,8,M07,72,95135,96480
1289,1,9,M08,30,95135,96480
1290,5,0,M02,84,95287,96480
1290,5,1,M01,2,95287,96480
1290,5,2,M05,52,95287,96480
1290,5,3,M03,95,95287,96480
1290,5,4,M08,48,95287,96480
1290,5,5,M09,72,95287,96480
1290,5,6,M00,47,95287,96480
1290,5,7,M06,65,95287,96480
1290,5,8,M04,6,95287,96480
1290,5,9,M07,25,95287,96480
1291,1,0,M00,43,95322,96480
1291,1,1,M02,90,95322,96480
1291,1,2,M04,75,95322,96480
1291,1,3,M09,11,95322,96480
1291,1,4,M03,69,95322,96480
1291,1,5,M01,28,95322,96480
1291,1,6,M06,46,95322,96480
1291,1,7,M05,46,95322,96480
1291,1,8,M07,72,95322,96480
1291,1,9,M08,30,95322,96480
1292,3,0,M01,81,95374,96480
1292,3,1,M02,95,95374,96480
1292,3,2,M00,71,95374,96480
1292,3,3,M04,99,95374,96480
1292,3,4,M06,9,95374,96480
1292,3,5,M08,52,95374,96480
1292,3,6,M07,85,95374,96480
1292,3,7,M03,98,95374,96480
1292,3,8,M09,22,95374,96480
1292,3,9,M05,43,95374,96480
1293,7,0,M02,31,95386,96480
1293,7,1,M00,86,95386,96480
1293,7,2,M01,46,95386,96480
1293,7,3,M05,74,95386,96480
1293,7,4,M04,32,95386,96480
1293,7,5,M06,88,95386,96480
1293,7,6,M08,19,95386,96480
1293,7,7,M09,48,95386,96480
1293,7,8,M07,36,95386,96480
1293,7,9,M03,79,95386,96480
1294,0,0,M00,29,95442,96480
1294,0,1,M01,78,95442,96480
1294,0,2,M02,9,95442,96480
1294,0,3,M03,36,95442,96480
1294,0,4,M04,49,95442,96480
1294,0,5,M05,11,95442,96480
1294,0,6,M06,62,95442,96480
1294,0,7,M07,56,95442,96480
1294,0,8,M08,44,95442,96480
1294,0,9,M09,21,95442,96480
1295,6,0,M01,46,95448,96480
1295,6,1,M00,37,95448,96480
1295,6,2,M03,61,95448,96480
1295,6,3,M02,13,95448,96480
1295,6,4,M06,32,95448,96480
1295,6,5,M05,21,95448,96480
1295,6,6,M09,32,95448,96480
1295,6,7,M08,89,95448,96480
1295,6,8,M07,30,95448,96480
1295,6,9,M04,55,95448,96480
1296,9,0,M01,85,95483,96480
1296,9,1,M00,13,95483,96480
1296,9,2,M02,61,95483,96480
1296,9,3,M06,7,95483,96480
1296,9,4,M08,64,95483,96480
1296,9,5,M09,76,95483,96480
1296,9,6,M05,47,95483,96480
1296,9,7,M03,52,95483,96480
1296,9,8,M04,90,95483,96480
1296,9,9,M07,45,95483,96480
1297,2,0,M01,91,95528,96480
1297,2,1,M00,85,95528,96480
1297,2,2,M03,39,95528,96480
1297,2,3,M02,74,95528,96480
1297,2,4,M08,90,95528,96480
1297,2,5,M05,10,95528,96480
1297,2,6,M07,12,95528,96480
1297,2,7,M06,89,95528,96480
1297,2,8,M09,45,95528,96480
1297,2,9,M04,33,95528,96480
1298,8,0,M00,76,95656,96480
1298,8,1,M01,69,95656,96480
1298,8,2,M03,76,95656,96480
1298,8,3,M05,51,95656,96480
1298,8,4,M02,85,95656,96480
1298,8,5,M09,11,95656,96480
1298,8,6,M06,40,95656,96480
1298,8,7,M07,89,95656,96480
1298,8,8,M04,26,95656,96480
1298,8,9,M08,74,95656,96480
1299,4,0,M02,14,95760,96480
1299,4,1,M00,6,95760,96480
1299,4,2,M01,22,95760,96480
1299,4,3,M05,61,95760,96480
1299,4,4,M03,26,95760,96480
1299,4,5,M04,69,95760,96480
1299,4,6,M08,21,95760,96480
1299,4,7,M07,49,95760,96480
1299,4,8,M09,72,95760,96480
1299,4,9,M06,53,95760,96480
1300,7,0,M02,31,95828,96480
1300,7,1,M00,86,95828,96480
1300,7,2,M01,46,95828,96480
1300,7,3,M05,74,95828,96480
1300,7,4,M04,32,95828,96480
1300,7,5,M06,88,95828,96480
1300,7,6,M08,19,95828,96480
1300,7,7,M09,48,95828,96480
1300,7,8,M07,36,95828,96480
1300,7,9,M03,79,95828,96480
1301,6,0,M01,46,95830,96480
1301,6,1,M00,37,95830,96480
1301,6,2,M03,61,95830,96480
1301,6,3,M02,13,95830,96480
1301,6,4,M06,32,95830,96480
1301,6,5,M05,21,95830,96480
1301,6,6,M09,32,95830,96480
1301,6,7,M08,89,95830,96480
1301,6,8,M07,30,95830,96480
1301,6,9,M04,55,95830,96480
1302,3,0,M01,81,95865,96480
1302,3,1,M02,95,95865,96480
1302,3,2,M00,71,95865,96480
1302,3,3,M04,99,95865,96480
1302,3,4,M06,9,95865,96480
1302,3,5,M08,52,95865,96480
1302,3,6,M07,85,95865,96480
1302,3,7,M03,98,95865,96480
1302,3,8,M09,22,95865,96480
1302,3,9,M05,43,95865,96480
1303,4,0,M02,14,95886,96480
1303,4,1,M00,6,95886,96480
1303,4,2,M01,22,95886,96480
1303,4,3,M05,61,95886,96480
1303,4,4,M03,26,95886,96480
1303,4,5,M04,69,95886,96480
1303,4,6,M08,21,95886,96480
1303,4,7,M07,49,95886,96480
1303,4,8,M09,72,95886,96480
1303,4,9,M06,53,95886,96480
1304,2,0,M01,91,95915,96480
1304,2,1,M00,85,95915,96480
1304,2,2,M03,39,95915,96480
1304,2,3,M02,74,95915,96480
1304,2,4,M08,90,95915,96480
1304,2,5,M05,10,95915,96480
1304,2,6,M07,12,95915,96480
1304,2,7,M06,89,95915,96480
1304,2,8,M09,45,95915,96480
1304,2,9,M04,33,95915,96480
1305,1,0,M00,43,95962,96480
1305,1,1,M02,90,95962,96480
1305,1,2,M04,75,95962,96480
1305,1,3,M09,11,95962,96480
1305,1,4,M03,69,95962,96480
1305,1,5,M01,28,95962,96480
1305,1,6,M06,46,95962,96480
1305,1,7,M05,46,95962,96480
1305,1,8,M07,72,95962,96480
1305,1,9,M08,30,95962,96480
1306,0,0,M00,29,95978,96480
1306,0,1,M01,78,95978,96480
1306,0,2,M02,9,95978,96480
1306,0,3,M03,36,95978,96480
1306,0,4,M04,49,95978,96480
1306,0,5,M05,11,95978,96480
1306,0,6,M06,62,95978,96480
1306,0,7,M07,56,95978,96480
1306,0,8,M08,44,95978,96480
1306,0,9,M09,21,95978,96480
1307,8,0,M00,76,96029,96480
1307,8,1,M01,69,96029,96480
1307,8,2,M03,76,96029,96480
1307,8,3,M05,51,96029,96480
1307,8,4,M02,85,96029,96480
1307,8,5,M09,11,96029,96480
1307,8,6,M06,40,96029,96480
1307,8,7,M07,89,96029,96480
1307,8,8,M04,26,96029,96480
1307,8,9,M08,74,96029,96480
1308,9,0,M01,85,96128,96480
1308,9,1,M00,13,96128,96480
1308,9,2,M02,61,96128,96480
1308,9,3,M06,7,96128,96480
1308,9,4,M08,64,96128,96480
1308,9,5,M09,76,96128,96480
1308,9,6,M05,47,96128,96480
1308,9,7,M03,52,96128,96480
1308,9,8,M04,90,96128,96480
1308,9,9,M07,45,96128,96480
1309,5,0,M02,84,96148,96480
1309,5,1,M01,2,96148,96480
1309,5,2,M05,52,96148,96480
1309,5,3,M03,95,96148,96480
1309,5,4,M08,48,96148,96480
1309,5,5,M09,72,96148,96480
1309,5,6,M00,47,96148,96480
1309,5,7,M06,65,96148,96480
1309,5,8,M04,6,96148,96480
1309,5,9,M07,25,96148,96480
1310,7,0,M02,31,96168,96480
1310,7,1,M00,86,96168,96480
1310,7,2,M01,46,96168,96480
1310,7,3,M05,74,96168,96480
1310,7,4,M04,32,96168,96480
1310,7,5,M06,88,96168,96480
1310,7,6,M08,19,96168,96480
1310,7,7,M09,48,96168,96480
1310,7,8,M07,36,96168,96480
1310,7,9,M03,79,96168,96480
1311,2,0,M01,91,96498,97920
1311,2,1,M00,85,96498,97920
1311,2,2,M03,39,96498,97920
1311,2,3,M02,74,96498,97920
1311,2,4,M08,90,96498,97920
1311,2,5,M05,10,96498,97920
1311,2,6,M07,12,96498,97920
1311,2,7,M06,89,96498,97920
1311,2,8,M09,45,96498,97920
1311,2,9,M04,33,96498,97920
1312,5,0,M02,84,96562,97920
1312,5,1,M01,2,96562,97920
1312,5,2,M05,52,96562,97920
1312,5,3,M03,95,96562,97920
1312,5,4,M08,48,96562,97920
1312,5,5,M09,72,96562,97920
1312,5,6,M00,47,96562,97920
1312,5,7,M06,65,96562,97920
1312,5,8,M04,6,96562,97920
1312,5,9,M07,25,96562,97920
1313,1,0,M00,43,96595,97920
1313,1,1,M02,90,96595,97920
1313,1,2,M04,75,96595,97920
1313,1,3,M09,11,96595,97920
1313,1,4,M03,69,96595,97920
1313,1,5,M01,28,96595,97920
1313,1,6,M06,46,96595,97920
1313,1,7,M05,46,96595,97920
1313,1,8,M07,72,96595,97920
1313,1,9,M08,30,96595,97920
1314,3,0,M01,81,96640,97920
1314,3,1,M02,95,96640,97920
1314,3,2,M00,71,96640,97920
1314,3,3,M04,99,96640,97920
1314,3,4,M06,9,96640,97920
1314,3,5,M08,52,96640,97920
1314,3,6,M07,85,96640,97920
1314,3,7,M03,98,96640,97920
1314,3,8,M09,22,96640,97920
1314,3,9,M05,43,96640,97920
1315,4,0,M02,14,96657,97920
1315,4,1,M00,6,96657,97920
1315,4,2,M01,22,96657,97920
1315,4,3,M05,61,96657,97920
1315,4,4,M03,26,96657,97920
1315,4,5,M04,69,96657,97920
1315,4,6,M08,21,96657,97920
1315,4,7,M07,49,96657,97920
1315,4,8,M09,72,96657,97920
