Job,Routing_ID,Arrival,Ready Time,End,Job Processing Time,Deadline
J25-1311,7,94870,95040,97651.0,539,97977
J25-1312,4,94944,95040,97475.0,393,96788
J25-1313,5,94951,95040,97503.0,496,97081
J25-1314,8,95105,96480,98078.0,597,98080
J25-1315,6,95196,96480,97667.0,416,98282
J25-1316,2,95409,96480,97732.0,568,98975
J25-1317,0,95471,96480,98245.0,395,98507
J25-1318,1,95561,96480,98108.0,510,97852
J25-1319,9,95611,96480,98502.0,540,97798
J25-1320,9,95621,96480,98547.0,540,99537
J25-1321,6,95753,96480,98245.0,416,97764
J25-1322,0,95906,96480,98299.0,395,97923
J25-1323,4,95918,96480,98537.0,393,98920
J25-1324,8,95963,96480,98618.0,597,98576
J25-1325,2,95963,96480,98443.0,568,97783
J25-1326,1,96161,96480,98138.0,510,98508
J25-1327,3,96191,96480,98171.0,655,98207
J25-1328,5,96221,96480,98122.0,496,100131
J25-1329,7,96310,96480,98438.0,539,98262
J25-1330,4,96311,96480,98675.0,393,98066
J25-1331,3,96312,96480,98311.0,655,98622
J25-1332,5,96408,96480,98663.0,496,98630
J25-1333,7,96523,97920,99445.0,539,99445
J25-1334,8,96657,97920,99523.0,597,98935
J25-1335,6,96840,97920,98632.0,416,99873
J25-1336,2,97223,97920,99442.0,568,99720
J25-1337,0,97394,97920,99683.0,395,100208
J25-1338,9,97395,97920,99423.0,540,99785
J25-1339,1,97451,97920,99199.0,510,99412
J25-1340,7,97514,97920,99538.0,539,100033
J25-1341,8,97516,97920,99897.0,597,101277
J25-1342,1,97595,97920,99360.0,510,100049
J25-1343,9,97704,97920,99504.0,540,100029
J25-1344,2,97782,97920,99703.0,568,99930
J25-1345,6,97827,97920,99670.0,416,99557
J25-1346,5,97858,97920,99529.0,496,99886
J25-1347,3,97871,97920,99358.0,655,100302
J25-1348,0,97911,97920,99736.0,395,99427
J25-1349,4,97943,99360,101268.0,393,101528
J25-1350,0,98026,99360,100643.0,395,102521
J25-1351,9,98052,99360,100709.0,540,101836
J25-1352,6,98065,99360,100240.0,416,100385
J25-1353,5,98093,99360,100904.0,496,101539
J25-1354,3,98417,99360,101143.0,655,101017
J25-1355,4,98417,99360,101481.0,393,101795
J25-1356,7,98583,99360,101314.0,539,101502
J25-1357,8,98595,99360,100796.0,597,101680
J25-1358,2,98710,99360,100610.0,568,101536
J25-1359,1,98717,99360,101094.0,510,101231
J25-1360,2,98755,99360,100959.0,568,101224
J25-1361,1,98769,99360,101337.0,510,100477
J25-1362,9,98870,99360,100971.0,540,100956
J25-1363,4,98984,99360,101555.0,393,101282
J25-1364,8,98989,99360,101722.0,597,102296
J25-1365,3,99015,99360,101186.0,655,102487
J25-1366,0,99059,99360,101284.0,395,100930
J25-1367,7,99060,99360,101545.0,539,100861
J25-1368,6,99093,99360,101259.0,416,101237
J25-1369,5,99257,99360,101381.0,496,101332
J25-1370,9,99277,99360,101600.0,540,101859
J25-1371,8,99356,99360,101897.0,597,100625
J25-1372,3,99366,100800,102911.0,655,102755
J25-1373,1,99398,100800,103025.0,510,103601
J25-1374,6,99431,100800,102309.0,416,102191
J25-1375,0,99433,100800,103391.0,395,102602
J25-1376,4,99528,100800,103335.0,393,103041
J25-1377,2,99536,100800,102342.0,568,102383
J25-1378,7,99751,100800,103271.0,539,102768
J25-1379,5,99774,100800,102405.0,496,102350
J25-1380,5,99866,100800,103166.0,496,103333
J25-1381,8,99930,100800,102995.0,597,103752
J25-1382,6,99964,100800,103053.0,416,102955
J25-1383,9,99968,100800,103365.0,540,101656
J25-1384,2,100037,100800,103251.0,568,102179
J25-1385,7,100048,100800,103426.0,539,103138
J25-1386,1,100049,100800,103074.0,510,103818
J25-1387,0,100076,100800,103533.0,395,103334
J25-1388,4,100100,100800,103428.0,393,102395
J25-1389,3,100137,100800,102986.0,655,102919
J25-1390,1,100258,100800,103146.0,510,102265
J25-1391,5,100260,100800,103512.0,496,102917
J25-1392,9,100347,100800,103646.0,540,102354
J25-1393,3,100360,100800,103160.0,655,103028
J25-1394,0,100383,100800,103756.0,395,102172
J25-1395,6,100454,100800,103411.0,416,102455
J25-1396,8,100501,100800,104060.0,597,104769
J25-1397,2,100556,100800,103665.0,568,102614
J25-1398,4,100709,100800,103529.0,393,102802
J25-1399,7,100734,100800,103836.0,539,103111
J25-1400,6,100743,100800,103720.0,416,102663
J25-1401,0,100812,102240,104330.0,395,104365
J25-1402,4,100820,102240,104220.0,393,104798
J25-1403,3,101157,102240,104232.0,655,104311
J25-1404,7,101352,102240,104397.0,539,104653
J25-1405,9,101379,102240,104345.0,540,103701
J25-1406,8,101467,102240,104410.0,597,103607
J25-1407,5,101524,102240,104561.0,496,104229
J25-1408,2,101608,102240,103978.0,568,103521
J25-1409,1,101621,102240,103965.0,510,103807
J25-1410,1,101649,102240,104515.0,510,104158
J25-1411,4,101725,102240,104466.0,393,104472
J25-1412,7,101745,102240,104645.0,539,104503
J25-1413,0,101783,102240,104456.0,395,105179
J25-1414,5,101916,102240,104726.0,496,103717
J25-1415,3,101999,102240,104478.0,655,104587
J25-1416,6,102024,102240,104135.0,416,103481
J25-1417,2,102102,102240,104080.0,568,102976
J25-1418,9,102231,102240,104536.0,540,103564
J25-1419,8,102368,103680,105547.0,597,106241
J25-1420,0,102437,103680,105369.0,395,104906
J25-1421,8,102499,103680,105665.0,597,105713
J25-1422,7,102562,103680,105598.0,539,105461
J25-1423,9,102613,103680,105563.0,540,105488
J25-1424,6,102640,103680,104756.0,416,105066
J25-1425,2,102770,103680,105043.0,568,105695
J25-1426,3,102793,103680,105434.0,655,105196
J25-1427,1,102825,103680,105138.0,510,105626
J25-1428,4,102923,103680,105737.0,393,105466
J25-1429,5,103137,103680,105731.0,496,106606
J25-1430,5,103182,103680,105963.0,496,106095
J25-1431,3,103182,103680,105584.0,655,105223
J25-1432,0,103259,103680,105612.0,395,105778
J25-1433,1,103487,103680,105350.0,510,105825
J25-1434,6,103532,103680,104985.0,416,105122
J25-1435,4,103550,103680,105809.0,393,105958
J25-1436,9,103610,103680,105706.0,540,105845
J25-1437,2,103649,103680,105622.0,568,105998
J25-1438,7,103834,105120,107323.0,539,106898
J25-1439,8,103867,105120,106915.0,597,106398
J25-1440,0,103887,105120,107491.0,395,107266
J25-1441,8,103909,105120,107096.0,597,107476
J25-1442,4,104024,105120,107317.0,393,107759
J25-1443,5,104026,105120,107805.0,496,106796
J25-1444,6,104037,105120,106393.0,416,107259
J25-1445,3,104074,105120,107207.0,655,106432
J25-1446,7,104158,105120,107584.0,539,106567
J25-1447,2,104172,105120,106628.0,568,105990
J25-1448,1,104178,105120,107126.0,510,108338
J25-1449,9,104345,105120,107369.0,540,107501
J25-1450,2,104588,105120,107621.0,568,106426
J25-1451,4,104662,105120,107788.0,393,106271
J25-1452,7,104672,105120,107886.0,539,108663
J25-1453,3,104703,105120,107250.0,655,107202
J25-1454,8,104730,105120,107719.0,597,107729
J25-1455,1,104745,105120,107286.0,510,106790
J25-1456,5,104794,105120,107830.0,496,107792
J25-1457,0,104828,105120,107588.0,395,107630
J25-1458,6,104835,105120,107696.0,416,107856
J25-1459,9,104836,105120,107686.0,540,107193
J25-1460,4,104896,105120,107938.0,393,108135
J25-1461,5,104914,105120,107855.0,496,106824
J25-1462,1,104944,105120,107426.0,510,106506
J25-1463,9,105034,105120,107780.0,540,106699
J25-1464,2,105045,105120,107846.0,568,107248
J25-1465,7,105138,106560,109063.0,539,108642
J25-1466,6,105185,106560,108000.0,416,107859
J25-1467,3,105233,106560,108626.0,655,108865
J25-1468,0,105268,106560,108859.0,395,107930
J25-1469,8,105347,106560,108557.0,597,108257
J25-1470,7,105367,106560,109211.0,539,108499
J25-1471,4,105385,106560,109310.0,393,108485
J25-1472,3,105459,106560,108762.0,655,108653
J25-1473,5,105586,106560,109338.0,496,108125
J25-1474,6,105595,106560,108474.0,416,108845
J25-1475,9,105603,106560,108844.0,540,108714
J25-1476,1,105609,106560,108587.0,510,107724
J25-1477,2,105720,106560,108419.0,568,109837
J25-1478,0,105754,106560,108965.0,395,107896
J25-1479,8,105755,106560,109263.0,597,109443
J25-1480,2,105756,106560,109131.0,568,108338
J25-1481,8,105796,106560,109491.0,597,107792
J25-1482,9,105915,106560,109313.0,540,108561
J25-1483,4,106004,106560,109406.0,393,108980
J25-1484,3,106038,106560,108935.0,655,109576
J25-1485,6,106184,106560,109547.0,416,107423
J25-1486,5,106214,106560,109363.0,496,108135
J25-1487,1,106315,106560,108617.0,510,107974
J25-1488,7,106324,106560,109420.0,539,108130
J25-1489,0,106411,106560,109057.0,395,108882
J25-1490,3,106538,106560,109081.0,655,108382
J25-1491,7,106748,108000,110927.0,539,113004
J25-1492,1,106791,108000,110062.0,510,109743
J25-1493,0,106810,108000,110415.0,395,110170
J25-1494,2,106857,108000,109612.0,568,109421
J25-1495,8,106880,108000,110871.0,597,109298
J25-1496,9,106896,108000,110282.0,540,110553
J25-1497,4,106915,108000,111089.0,393,111050
J25-1498,6,106940,108000,109781.0,416,109156
J25-1499,5,106995,108000,110123.0,496,109163
J25-1500,8,107036,108000,111010.0,597,110117
J25-1501,6,107072,108000,110367.0,416,109241
J25-1502,5,107135,108000,110685.0,496,110279
J25-1503,7,107136,108000,111006.0,539,109503
J25-1504,2,107140,108000,110400.0,568,109673
J25-1505,4,107261,108000,111326.0,393,109411
J25-1506,1,107301,108000,110159.0,510,111016
J25-1507,9,107319,108000,111137.0,540,110434
J25-1508,3,107321,108000,110690.0,655,110230
J25-1509,0,107340,108000,110936.0,395,110140
J25-1510,7,107347,108000,111207.0,539,109824
J25-1511,9,107410,108000,111425.0,540,109946
J25-1512,4,107442,108000,111505.0,393,109721
J25-1513,3,107500,108000,110864.0,655,109315
J25-1514,8,107647,108000,111307.0,597,110047
J25-1515,2,107670,108000,110948.0,568,110670
J25-1516,0,107685,108000,111279.0,395,110203
J25-1517,6,107711,108000,111003.0,416,109103
J25-1518,5,107780,108000,111295.0,496,109142
J25-1519,1,107986,108000,111149.0,510,109507
J25-1520,2,108060,109440,111530.0,568,110896
J25-1521,4,108134,109440,112090.0,393,111393
J25-1522,0,108223,109440,111965.0,395,111059
J25-1523,3,108321,109440,111918.0,655,111065
J25-1524,5,108523,109440,112330.0,496,110809
J25-1525,1,108526,109440,111337.0,510,111323
J25-1526,8,108570,109440,112309.0,597,111079
J25-1527,9,108711,109440,111506.0,540,110913
J25-1528,7,108833,109440,112055.0,539,111790
J25-1529,6,108954,109440,111591.0,416,110469
J25-1530,5,108993,109440,112355.0,496,110502
J25-1531,6,109095,109440,111851.0,416,111312
J25-1532,3,109173,109440,112102.0,655,111688
J25-1533,2,109206,109440,111983.0,568,110831
J25-1534,8,109244,109440,112525.0,597,112031
J25-1535,9,109267,109440,112305.0,540,111025
J25-1536,4,109274,109440,112302.0,393,111123
J25-1537,7,109376,109440,112242.0,539,111923
J25-1538,0,109450,110880,113365.0,395,113009
J25-1539,1,109478,110880,112661.0,510,112632
J25-1540,9,109517,110880,112938.0,540,112515
J25-1541,4,109537,110880,113754.0,393,114464
J25-1542,0,109565,110880,114038.0,395,113048
J25-1543,2,109611,110880,112926.0,568,112409
J25-1544,5,109680,110880,113536.0,496,112808
J25-1545,7,109697,110880,113733.0,539,113644
J25-1546,8,109723,110880,114180.0,597,113263
J25-1547,3,109760,110880,113150.0,655,113234
J25-1548,1,109844,110880,112900.0,510,113395
J25-1549,6,109987,110880,113180.0,416,112431
J25-1550,9,109991,110880,113731.0,540,112634
J25-1551,0,110094,110880,114250.0,395,112482
J25-1552,2,110204,110880,113213.0,568,112208
J25-1553,8,110250,110880,114365.0,597,113509
J25-1554,5,110408,110880,113850.0,496,112771
J25-1555,3,110423,110880,113724.0,655,112551
J25-1556,4,110540,110880,114019.0,393,112527
J25-1557,1,110582,110880,113300.0,510,114638
J25-1558,7,110678,110880,113812.0,539,114447
J25-1559,6,110747,110880,113606.0,416,112734
J25-1560,3,110777,110880,113814.0,655,112666
J25-1561,2,110792,110880,114051.0,568,112714
J25-1562,9,110842,110880,113825.0,540,112970
J25-1563,7,110884,112320,114980.0,539,114734
J25-1564,6,110896,112320,114106.0,416,114355
J25-1565,8,110975,112320,114719.0,597,114278
J25-1566,5,110994,112320,114636.0,496,114114
J25-1567,4,111116,112320,115458.0,393,114123
J25-1568,1,111119,112320,115458.0,510,113821
J25-1569,0,111136,112320,115244.0,395,115795
J25-1570,6,111143,112320,114236.0,416,114111
J25-1571,9,111153,112320,115230.0,540,114709
J25-1572,4,111193,112320,115600.0,393,114584
J25-1573,1,111201,112320,115688.0,510,113840
J25-1574,7,111223,112320,115291.0,539,113831
J25-1575,5,111269,112320,115376.0,496,113767
J25-1576,0,111315,112320,115523.0,395,114609
J25-1577,2,111340,112320,115089.0,568,115198
J25-1578,3,111357,112320,115322.0,655,113477
J25-1579,8,111423,112320,115428.0,597,114755
J25-1580,6,111580,112320,115202.0,416,114335
J25-1581,1,111583,112320,115737.0,510,114728
J25-1582,7,111838,112320,115446.0,539,114240
J25-1583,2,111922,112320,115625.0,568,114267
J25-1584,5,112164,112320,115462.0,496,113712
J25-1585,9,112345,113760,116207.0,540,115659
J25-1586,0,112364,113760,116135.0,395,115149
J25-1587,3,112488,113760,115788.0,655,115399
J25-1588,8,112588,113760,116220.0,597,115538
J25-1589,4,112778,113760,116217.0,393,115245
J25-1590,5,112825,113760,116232.0,496,116034
J25-1591,3,112945,113760,115998.0,655,116144
J25-1592,6,112947,113760,115873.0,416,115380
J25-1593,1,112967,113760,115767.0,510,115920
J25-1594,9,113019,113760,116449.0,540,115697
J25-1595,7,113061,113760,116487.0,539,116035
J25-1596,4,113106,113760,116309.0,393,115651
J25-1597,2,113128,113760,116114.0,568,115399
J25-1598,0,113199,113760,116295.0,395,116177
J25-1599,8,113205,113760,116807.0,597,117523
J25-1600,7,113207,113760,116737.0,539,117617
J25-1601,3,113679,113760,116272.0,655,115928
J25-1602,4,113686,113760,116623.0,393,116103
J25-1603,2,113759,113760,116469.0,568,115379
J25-1604,8,113775,115200,117056.0,597,116792
J25-1605,5,113797,115200,117699.0,496,116877
J25-1606,1,113804,115200,116837.0,510,118264
J25-1607,9,113852,115200,117095.0,540,117213
J25-1608,0,113997,115200,117303.0,395,116682
J25-1609,6,114157,115200,116606.0,416,116359
J25-1610,1,114218,115200,116934.0,510,117298
J25-1611,6,114233,115200,116829.0,416,117472
J25-1612,7,114240,115200,117339.0,539,116564
J25-1613,8,114267,115200,117952.0,597,119021
J25-1614,4,114292,115200,117480.0,393,117127
J25-1615,2,114310,115200,116922.0,568,116306
J25-1616,0,114508,115200,117355.0,395,117714
J25-1617,3,114509,115200,117273.0,655,117321
J25-1618,5,114509,115200,117724.0,496,117376
J25-1619,9,114639,115200,117427.0,540,116852
J25-1620,9,114988,115200,117517.0,540,116661
J25-1621,3,115277,116640,118544.0,655,118492
J25-1622,7,115285,116640,118291.0,539,119615
J25-1623,5,115402,116640,118330.0,496,118157
J25-1624,1,115438,116640,118227.0,510,118221
J25-1625,4,115495,116640,118969.0,393,118711
J25-1626,2,115528,116640,118512.0,568,118944
J25-1627,8,115584,116640,118178.0,597,118693
J25-1628,0,115631,116640,118727.0,395,119450
J25-1629,6,115820,116640,118742.0,416,118026
J25-1630,5,115845,116640,118879.0,496,118729
J25-1631,4,115849,116640,119062.0,393,118457
J25-1632,8,115909,116640,118630.0,597,117985
J25-1633,7,115986,116640,118618.0,539,118829
J25-1634,1,116003,116640,118660.0,510,118742
J25-1635,0,116047,116640,118937.0,395,118192
J25-1636,9,116213,116640,118670.0,540,117779
J25-1637,3,116274,116640,118604.0,655,118469
J25-1638,6,116275,116640,118929.0,416,117889
J25-1639,2,116276,116640,118775.0,568,118367
J25-1640,7,116531,116640,118697.0,539,119307
J25-1641,1,116602,116640,119081.0,510,119095
J25-1642,0,116676,118080,119578.0,395,120731
J25-1643,3,116692,118080,119606.0,655,119577
J25-1644,4,116860,118080,119996.0,393,119432
J25-1645,9,116894,118080,119353.0,540,119645
J25-1646,2,116907,118080,119343.0,568,119754
J25-1647,6,116907,118080,119438.0,416,119648
J25-1648,5,116909,118080,119985.0,496,121005
J25-1649,8,117218,118080,119880.0,597,121143
J25-1650,4,117220,118080,120245.0,393,120425
J25-1651,3,117296,118080,119868.0,655,120330
J25-1652,8,117529,118080,120060.0,597,120190
J25-1653,9,117533,118080,120066.0,540,120302
J25-1654,7,117580,118080,120115.0,539,120091
J25-1655,2,117684,118080,119590.0,568,122686
J25-1656,6,117725,118080,119940.0,416,119338
J25-1657,1,117762,118080,119569.0,510,120332
J25-1658,5,117836,118080,120223.0,496,120439
J25-1659,0,117857,118080,119966.0,395,120327
J25-1660,1,118017,118080,119806.0,510,120130
J25-1661,4,118104,119520,122087.0,393,123126
J25-1662,8,118125,119520,121290.0,597,122143
J25-1663,5,118135,119520,121925.0,496,121268
J25-1664,6,118217,119520,120562.0,416,120980
J25-1665,0,118254,119520,121573.0,395,122061
J25-1666,9,118426,119520,120903.0,540,121082
J25-1667,7,118434,119520,122069.0,539,121131
J25-1668,2,118454,119520,120966.0,568,121453
J25-1669,3,118485,119520,121571.0,655,121590
J25-1670,6,118485,119520,121120.0,416,121354
J25-1671,8,118495,119520,121364.0,597,122453
J25-1672,9,118497,119520,121604.0,540,121315
J25-1673,0,118500,119520,121877.0,395,123027
J25-1674,1,118641,119520,121655.0,510,121945
J25-1675,5,118668,119520,122031.0,496,121657
J25-1676,7,118707,119520,122217.0,539,122118
J25-1677,2,118807,119520,121809.0,568,120931
J25-1678,3,118850,119520,121701.0,655,121635
J25-1679,4,118894,119520,122361.0,393,121662
J25-1680,7,118995,119520,122775.0,539,122044
J25-1681,3,119087,119520,121899.0,655,121078
J25-1682,0,119221,119520,122091.0,395,121364
J25-1683,5,119246,119520,122194.0,496,121361
J25-1684,8,119255,119520,122300.0,597,121769
J25-1685,9,119338,119520,122006.0,540,121738
J25-1686,6,119411,119520,121776.0,416,121356
J25-1687,1,119464,119520,121733.0,510,122020
J25-1688,2,119508,119520,122112.0,568,121075
J25-1689,4,119590,120960,123027.0,393,123239
J25-1690,4,119598,120960,123180.0,393,123582
J25-1691,3,119603,120960,123042.0,655,121916
J25-1692,1,119641,120960,122527.0,510,123625
J25-1693,6,119738,120960,122632.0,416,122224
J25-1694,7,119833,120960,123056.0,539,123736
J25-1695,9,119841,120960,123149.0,540,123214
J25-1696,2,119942,120960,122528.0,568,123454
J25-1697,0,119965,120960,122836.0,395,122543
J25-1698,8,120221,120960,122926.0,597,122661
J25-1699,5,120294,120960,123174.0,496,122943
J25-1700,6,120383,120960,122687.0,416,122389
J25-1701,0,120464,120960,122902.0,395,122480
J25-1702,1,120558,120960,122695.0,510,123099
J25-1703,4,120635,120960,123233.0,393,122415
J25-1704,8,120756,120960,123774.0,597,123683
J25-1705,5,120876,120960,123452.0,496,122755
J25-1706,2,120931,120960,123137.0,568,122789
J25-1707,7,120976,122400,124423.0,539,124466
J25-1708,9,121201,122400,123549.0,540,123795
J25-1709,3,121264,122400,124117.0,655,124936
J25-1710,0,121271,122400,124488.0,395,123954
J25-1711,5,121398,122400,124624.0,496,124284
J25-1712,8,121478,122400,124194.0,597,124432
J25-1713,7,121481,122400,124610.0,539,124132
J25-1714,4,121492,122400,124613.0,393,125949
J25-1715,2,121526,122400,123743.0,568,123548
J25-1716,9,121541,122400,124280.0,540,125000
J25-1717,1,121596,122400,124357.0,510,124075
J25-1718,6,121664,122400,123905.0,416,124683
J25-1719,3,121693,122400,124278.0,655,123981
J25-1720,6,121747,122400,124246.0,416,124320
J25-1721,9,121769,122400,124550.0,540,125104
J25-1722,7,121896,122400,124689.0,539,123699
J25-1723,8,121949,122400,124327.0,597,124896
J25-1724,5,122018,122400,124649.0,496,124509
J25-1725,0,122099,122400,124581.0,395,124340
J25-1726,2,122223,122400,124525.0,568,124729
J25-1727,4,122235,122400,124892.0,393,124663
J25-1728,3,122432,123840,125477.0,655,125249
J25-1729,1,122570,123840,125142.0,510,125680
J25-1730,6,122593,123840,124849.0,416,126923
J25-1731,8,122672,123840,125282.0,597,124905
J25-1732,2,122707,123840,124882.0,568,125286
J25-1733,0,122771,123840,125531.0,395,126039
J25-1734,4,122780,123840,125709.0,393,127315
J25-1735,3,122842,123840,125627.0,655,126087
J25-1736,1,122893,123840,125466.0,510,126369
J25-1737,7,122969,123840,125641.0,539,126492
J25-1738,9,122994,123840,125501.0,540,125214
J25-1739,5,123109,123840,125526.0,496,125309
J25-1740,2,123201,123840,125255.0,568,126940
J25-1741,8,123238,123840,125938.0,597,126163
J25-1742,5,123417,123840,125671.0,496,125299
J25-1743,6,123679,123840,125511.0,416,126197
J25-1744,9,123820,123840,125646.0,540,125346
J25-1745,4,123852,125280,127323.0,393,126989
J25-1746,0,123871,125280,127381.0,395,127437
J25-1747,7,123906,125280,127201.0,539,127635
J25-1748,3,123949,125280,126880.0,655,126902
J25-1749,1,124067,125280,126939.0,510,126658
J25-1750,4,124090,125280,127376.0,393,128954
J25-1751,9,124131,125280,126383.0,540,128036
J25-1752,5,124236,125280,127141.0,496,126585
J25-1753,0,124239,125280,127403.0,395,127824
J25-1754,6,124372,125280,126492.0,416,127612
J25-1755,7,124386,125280,127461.0,539,126832
J25-1756,1,124429,125280,127064.0,510,127247
J25-1757,8,124585,125280,127013.0,597,126958
J25-1758,2,124621,125280,127317.0,568,127724
J25-1759,3,124702,125280,126955.0,655,127788
J25-1760,9,124739,125280,127432.0,540,127125
J25-1761,6,124740,125280,127209.0,416,126371
J25-1762,4,124957,125280,127672.0,393,127967
J25-1763,3,125069,125280,127060.0,655,127476
J25-1764,5,125111,125280,127457.0,496,126504
J25-1765,2,125238,125280,127405.0,568,126825
J25-1766,1,125376,126720,127922.0,510,128285
J25-1767,8,125398,126720,127685.0,597,130057
J25-1768,0,125584,126720,127840.0,395,128713
J25-1769,7,125721,126720,127812.0,539,128485
J25-1770,8,125769,126720,128015.0,597,129170
J25-1771,2,125980,126720,128123.0,568,129316
J25-1772,0,126039,126720,128256.0,395,129790
J25-1773,4,126276,126720,128260.0,393,129234
J25-1774,9,126500,126720,128001.0,540,127711
J25-1775,7,126519,126720,128306.0,539,128523
J25-1776,3,126551,126720,128272.0,655,128960
J25-1777,1,126703,126720,128045.0,510,128496
J25-1778,5,126886,128160,129613.0,496,129533
J25-1779,6,126931,128160,129005.0,416,130240
J25-1780,1,127214,128160,129496.0,510,130744
J25-1781,2,127222,128160,129498.0,568,129964
J25-1782,0,127282,128160,129653.0,395,129994
J25-1783,6,127355,128160,129347.0,416,129788
J25-1784,5,127449,128160,129958.0,496,130236
J25-1785,4,127493,128160,129876.0,393,130445
J25-1786,7,127540,128160,129637.0,539,129489
J25-1787,8,127566,128160,129894.0,597,130344
J25-1788,9,127646,128160,129888.0,540,129427
J25-1789,3,127722,128160,129621.0,655,129371
J25-1790,5,127896,128160,129983.0,496,129674
J25-1791,0,127954,128160,129959.0,395,132650
J25-1792,6,127962,128160,129608.0,416,129562
J25-1793,1,128072,128160,129545.0,510,130025
J25-1794,9,128110,128160,129933.0,540,129949
J25-1795,7,128146,128160,129866.0,539,129783
J25-1796,4,128383,129600,131918.0,393,131577
J25-1797,3,128473,129600,131390.0,655,132225
J25-1798,2,128509,129600,130885.0,568,131883
J25-1799,8,128550,129600,131131.0,597,131951
J25-1800,8,128751,129600,131243.0,597,131106
J25-1801,1,128788,129600,131492.0,510,131385
J25-1802,9,128789,129600,131254.0,540,130960
J25-1803,6,128897,129600,130852.0,416,131340
J25-1804,7,128909,129600,131631.0,539,131076
J25-1805,3,128916,129600,131474.0,655,131574
J25-1806,5,128923,129600,131279.0,496,131908
J25-1807,0,128924,129600,131610.0,395,131995
J25-1808,4,128992,129600,131990.0,393,132653
J25-1809,2,129014,129600,131738.0,568,131644
J25-1810,5,129038,129600,131955.0,496,131599
J25-1811,3,129134,129600,131617.0,655,131233
J25-1812,9,129166,129600,131590.0,540,131303
J25-1813,1,129239,129600,131543.0,510,130771
J25-1814,4,129289,129600,132073.0,393,131821
J25-1815,8,129329,129600,132174.0,597,132907
J25-1816,7,129399,129600,131825.0,539,131433
J25-1817,6,129463,129600,131492.0,416,131797
J25-1818,2,129550,129600,131852.0,568,130971
J25-1819,0,129579,129600,131793.0,395,131135
J25-1820,7,129662,131040,132854.0,539,132702
J25-1821,9,129667,131040,132970.0,540,132987
J25-1822,8,129678,131040,132687.0,597,134733
J25-1823,2,129866,131040,132538.0,568,132497
J25-1824,5,129883,131040,133025.0,496,132136
J25-1825,0,129911,131040,132901.0,395,132480
J25-1826,6,129947,131040,132833.0,416,132962
J25-1827,3,130012,131040,132719.0,655,132945
J25-1828,1,130136,131040,132439.0,510,133242
J25-1829,4,130390,131040,132832.0,393,132220
J25-1830,5,130547,131040,133200.0,496,133448
J25-1831,9,130600,131040,133175.0,540,134030
J25-1832,0,130686,131040,133146.0,395,133334
J25-1833,1,130760,131040,132827.0,510,133177
J25-1834,4,130929,131040,133271.0,393,132563
J25-1835,7,130944,131040,132933.0,539,132313
J25-1836,6,130962,131040,133160.0,416,132311
J25-1837,3,131014,131040,132840.0,655,132111
J25-1838,8,131036,131040,133199.0,597,133326
J25-1839,2,131181,132480,133507.0,568,134887
J25-1840,2,131261,132480,133769.0,568,134079
J25-1841,1,131291,132480,133995.0,510,135849
J25-1842,7,131387,132480,134498.0,539,136285
J25-1843,9,131513,132480,134090.0,540,134247
J25-1844,3,131524,132480,134075.0,655,134543
J25-1845,8,131568,132480,133921.0,597,135754
J25-1846,6,131596,132480,133850.0,416,134547
J25-1847,0,131719,132480,133986.0,395,134337
J25-1848,4,131744,132480,134459.0,393,134494
J25-1849,5,131763,132480,134255.0,496,135004
J25-1850,2,131827,132480,134373.0,568,134046
J25-1851,3,131965,132480,134277.0,655,133820
J25-1852,6,132044,132480,134340.0,416,133846
J25-1853,4,132187,132480,134531.0,393,134817
J25-1854,9,132235,132480,134553.0,540,135140
J25-1855,7,132348,132480,134783.0,539,135500
J25-1856,1,132401,132480,134194.0,510,134085
J25-1857,0,132435,132480,134330.0,395,134939
J25-1858,8,132445,132480,134608.0,597,134193
J25-1859,5,132564,133920,135453.0,496,135389
J25-1860,4,132613,133920,135850.0,393,136014
J25-1861,6,132707,133920,134981.0,416,135685
J25-1862,8,132763,133920,135372.0,597,135520
J25-1863,2,132886,133920,135563.0,568,135247
J25-1864,1,132938,133920,135558.0,510,135800
J25-1865,3,132963,133920,135539.0,655,135136
J25-1866,0,133191,133920,135704.0,395,136208
J25-1867,9,133191,133920,135875.0,540,136880
J25-1868,7,133227,133920,135703.0,539,135562
J25-1869,5,133314,133920,135900.0,496,136165
J25-1870,4,133450,133920,135955.0,393,136990
J25-1871,5,133520,133920,136128.0,496,135450
J25-1872,8,133558,133920,135814.0,597,135977
J25-1873,6,133593,133920,135618.0,416,135430
J25-1874,0,133604,133920,135923.0,395,135862
J25-1875,3,133620,133920,135681.0,655,135076
J25-1876,1,133709,133920,135609.0,510,135817
J25-1877,2,133817,133920,135773.0,568,135927
J25-1878,7,133855,133920,135782.0,539,136171
J25-1879,9,133941,135360,136593.0,540,138325
J25-1880,8,133945,135360,137185.0,597,137675
J25-1881,2,133988,135360,136550.0,568,138641
J25-1882,3,134106,135360,137314.0,655,137908
J25-1883,4,134160,135360,137687.0,393,136546
J25-1884,0,134162,135360,137562.0,395,136900
J25-1885,7,134274,135360,137584.0,539,137711
J25-1886,9,134323,135360,136988.0,540,137460
J25-1887,6,134336,135360,137119.0,416,136909
J25-1888,1,134468,135360,137301.0,510,138186
J25-1889,5,134469,135360,137043.0,496,137398
J25-1890,4,134699,135360,137859.0,393,137583
J25-1891,7,134704,135360,137663.0,539,138325
