Job,Production_Plan_ID,Operation,Machine,Processing Time
126,6,7,M08,89
126,6,8,M07,30
126,6,9,M04,55
127,7,0,M02,31
127,7,1,M00,86
127,7,2,M01,46
127,7,3,M05,74
127,7,4,M04,32
127,7,5,M06,88
127,7,6,M08,19
127,7,7,M09,48
127,7,8,M07,36
127,7,9,M03,79
128,0,0,M00,29
128,0,1,M01,78
128,0,2,M02,9
128,0,3,M03,36
128,0,4,M04,49
128,0,5,M05,11
128,0,6,M06,62
128,0,7,M07,56
128,0,8,M08,44
128,0,9,M09,21
129,4,0,M02,14
129,4,1,M00,6
129,4,2,M01,22
129,4,3,M05,61
129,4,4,M03,26
129,4,5,M04,69
129,4,6,M08,21
129,4,7,M07,49
129,4,8,M09,72
129,4,9,M06,53
130,0,0,M00,29
130,0,1,M01,78
130,0,2,M02,9
130,0,3,M03,36
130,0,4,M04,49
130,0,5,M05,11
130,0,6,M06,62
130,0,7,M07,56
130,0,8,M08,44
130,0,9,M09,21
131,1,0,M00,43
131,1,1,M02,90
131,1,2,M04,75
131,1,3,M09,11
131,1,4,M03,69
131,1,5,M01,28
131,1,6,M06,46
131,1,7,M05,46
131,1,8,M07,72
131,1,9,M08,30
132,6,0,M01,46
132,6,1,M00,37
132,6,2,M03,61
132,6,3,M02,13
132,6,4,M06,32
132,6,5,M05,21
132,6,6,M09,32
132,6,7,M08,89
132,6,8,M07,30
132,6,9,M04,55
133,2,0,M01,91
133,2,1,M00,85
133,2,2,M03,39
133,2,3,M02,74
133,2,4,M08,90
133,2,5,M05,10
133,2,6,M07,12
133,2,7,M06,89
133,2,8,M09,45
133,2,9,M04,33
134,8,0,M00,76
134,8,1,M01,69
134,8,2,M03,76
134,8,3,M05,51
134,8,4,M02,85
134,8,5,M09,11
134,8,6,M06,40
134,8,7,M07,89
134,8,8,M04,26
134,8,9,M08,74
135,5,0,M02,84
135,5,1,M01,2
135,5,2,M05,52
135,5,3,M03,95
135,5,4,M08,48
135,5,5,M09,72
135,5,6,M00,47
135,5,7,M06,65
135,5,8,M04,6
135,5,9,M07,25
136,4,0,M02,14
136,4,1,M00,6
136,4,2,M01,22
136,4,3,M05,61
136,4,4,M03,26
136,4,5,M04,69
136,4,6,M08,21
136,4,7,M07,49
136,4,8,M09,72
136,4,9,M06,53
137,7,0,M02,31
137,7,1,M00,86
137,7,2,M01,46
137,7,3,M05,74
137,7,4,M04,32
137,7,5,M06,88
137,7,6,M08,19
137,7,7,M09,48
137,7,8,M07,36
137,7,9,M03,79
138,3,0,M01,81
138,3,1,M02,95
138,3,2,M00,71
138,3,3,M04,99
138,3,4,M06,9
138,3,5,M08,52
138,3,6,M07,85
138,3,7,M03,98
138,3,8,M09,22
138,3,9,M05,43
139,9,0,M01,85
139,9,1,M00,13
139,9,2,M02,61
139,9,3,M06,7
139,9,4,M08,64
139,9,5,M09,76
139,9,6,M05,47
139,9,7,M03,52
139,9,8,M04,90
139,9,9,M07,45
140,0,0,M00,29
140,0,1,M01,78
140,0,2,M02,9
140,0,3,M03,36
140,0,4,M04,49
140,0,5,M05,11
140,0,6,M06,62
140,0,7,M07,56
140,0,8,M08,44
140,0,9,M09,21
141,9,0,M01,85
141,9,1,M00,13
141,9,2,M02,61
141,9,3,M06,7
141,9,4,M08,64
141,9,5,M09,76
141,9,6,M05,47
141,9,7,M03,52
141,9,8,M04,90
141,9,9,M07,45
142,8,0,M00,76
142,8,1,M01,69
142,8,2,M03,76
142,8,3,M05,51
142,8,4,M02,85
142,8,5,M09,11
142,8,6,M06,40
142,8,7,M07,89
142,8,8,M04,26
142,8,9,M08,74
143,1,0,M00,43
143,1,1,M02,90
143,1,2,M04,75
143,1,3,M09,11
143,1,4,M03,69
143,1,5,M01,28
143,1,6,M06,46
143,1,7,M05,46
143,1,8,M07,72
143,1,9,M08,30
144,5,0,M02,84
144,5,1,M01,2
144,5,2,M05,52
144,5,3,M03,95
144,5,4,M08,48
144,5,5,M09,72
144,5,6,M00,47
144,5,7,M06,65
144,5,8,M04,6
144,5,9,M07,25
145,6,0,M01,46
145,6,1,M00,37
145,6,2,M03,61
145,6,3,M02,13
145,6,4,M06,32
145,6,5,M05,21
145,6,6,M09,32
145,6,7,M08,89
145,6,8,M07,30
145,6,9,M04,55
146,3,0,M01,81
146,3,1,M02,95
146,3,2,M00,71
146,3,3,M04,99
146,3,4,M06,9
146,3,5,M08,52
146,3,6,M07,85
146,3,7,M03,98
146,3,8,M09,22
146,3,9,M05,43
147,4,0,M02,14
147,4,1,M00,6
147,4,2,M01,22
147,4,3,M05,61
147,4,4,M03,26
147,4,5,M04,69
147,4,6,M08,21
147,4,7,M07,49
147,4,8,M09,72
147,4,9,M06,53
148,7,0,M02,31
148,7,1,M00,86
148,7,2,M01,46
148,7,3,M05,74
148,7,4,M04,32
148,7,5,M06,88
148,7,6,M08,19
148,7,7,M09,48
148,7,8,M07,36
148,7,9,M03,79
149,2,0,M01,91
149,2,1,M00,85
149,2,2,M03,39
149,2,3,M02,74
149,2,4,M08,90
149,2,5,M05,10
149,2,6,M07,12
149,2,7,M06,89
149,2,8,M09,45
149,2,9,M04,33
150,6,0,M01,46
150,6,1,M00,37
150,6,2,M03,61
150,6,3,M02,13
150,6,4,M06,32
150,6,5,M05,21
150,6,6,M09,32
150,6,7,M08,89
150,6,8,M07,30
150,6,9,M04,55
151,4,0,M02,14
151,4,1,M00,6
151,4,2,M01,22
151,4,3,M05,61
151,4,4,M03,26
151,4,5,M04,69
151,4,6,M08,21
151,4,7,M07,49
151,4,8,M09,72
151,4,9,M06,53
152,8,0,M00,76
152,8,1,M01,69
152,8,2,M03,76
152,8,3,M05,51
152,8,4,M02,85
152,8,5,M09,11
152,8,6,M06,40
152,8,7,M07,89
152,8,8,M04,26
152,8,9,M08,74
153,9,0,M01,85
153,9,1,M00,13
153,9,2,M02,61
153,9,3,M06,7
153,9,4,M08,64
153,9,5,M09,76
153,9,6,M05,47
153,9,7,M03,52
153,9,8,M04,90
153,9,9,M07,45
154,0,0,M00,29
154,0,1,M01,78
154,0,2,M02,9
154,0,3,M03,36
154,0,4,M04,49
154,0,5,M05,11
154,0,6,M06,62
154,0,7,M07,56
154,0,8,M08,44
154,0,9,M09,21
155,7,0,M02,31
155,7,1,M00,86
155,7,2,M01,46
155,7,3,M05,74
155,7,4,M04,32
155,7,5,M06,88
155,7,6,M08,19
155,7,7,M09,48
155,7,8,M07,36
155,7,9,M03,79
156,5,0,M02,84
156,5,1,M01,2
156,5,2,M05,52
156,5,3,M03,95
156,5,4,M08,48
156,5,5,M09,72
156,5,6,M00,47
156,5,7,M06,65
156,5,8,M04,6
156,5,9,M07,25
157,2,0,M01,91
157,2,1,M00,85
157,2,2,M03,39
157,2,3,M02,74
157,2,4,M08,90
157,2,5,M05,10
157,2,6,M07,12
157,2,7,M06,89
157,2,8,M09,45
157,2,9,M04,33
158,3,0,M01,81
158,3,1,M02,95
158,3,2,M00,71
158,3,3,M04,99
158,3,4,M06,9
158,3,5,M08,52
158,3,6,M07,85
158,3,7,M03,98
158,3,8,M09,22
158,3,9,M05,43
159,1,0,M00,43
159,1,1,M02,90
159,1,2,M04,75
159,1,3,M09,11
159,1,4,M03,69
159,1,5,M01,28
159,1,6,M06,46
159,1,7,M05,46
159,1,8,M07,72
159,1,9,M08,30
160,1,0,M00,43
160,1,1,M02,90
160,1,2,M04,75
160,1,3,M09,11
160,1,4,M03,69
160,1,5,M01,28
160,1,6,M06,46
160,1,7,M05,46
160,1,8,M07,72
160,1,9,M08,30
161,9,0,M01,85
161,9,1,M00,13
161,9,2,M02,61
161,9,3,M06,7
161,9,4,M08,64
161,9,5,M09,76
161,9,6,M05,47
161,9,7,M03,52
161,9,8,M04,90
161,9,9,M07,45
162,6,0,M01,46
162,6,1,M00,37
162,6,2,M03,61
162,6,3,M02,13
162,6,4,M06,32
162,6,5,M05,21
162,6,6,M09,32
162,6,7,M08,89
162,6,8,M07,30
162,6,9,M04,55
163,3,0,M01,81
163,3,1,M02,95
163,3,2,M00,71
163,3,3,M04,99
163,3,4,M06,9
163,3,5,M08,52
163,3,6,M07,85
163,3,7,M03,98
163,3,8,M09,22
163,3,9,M05,43
164,2,0,M01,91
164,2,1,M00,85
164,2,2,M03,39
164,2,3,M02,74
164,2,4,M08,90
164,2,5,M05,10
164,2,6,M07,12
164,2,7,M06,89
164,2,8,M09,45
164,2,9,M04,33
165,4,0,M02,14
165,4,1,M00,6
165,4,2,M01,22
165,4,3,M05,61
165,4,4,M03,26
165,4,5,M04,69
165,4,6,M08,21
165,4,7,M07,49
165,4,8,M09,72
165,4,9,M06,53
166,5,0,M02,84
166,5,1,M01,2
166,5,2,M05,52
166,5,3,M03,95
166,5,4,M08,48
166,5,5,M09,72
166,5,6,M00,47
166,5,7,M06,65
166,5,8,M04,6
166,5,9,M07,25
167,7,0,M02,31
167,7,1,M00,86
167,7,2,M01,46
167,7,3,M05,74
167,7,4,M04,32
167,7,5,M06,88
167,7,6,M08,19
167,7,7,M09,48
167,7,8,M07,36
167,7,9,M03,79
168,0,0,M00,29
168,0,1,M01,78
168,0,2,M02,9
168,0,3,M03,36
168,0,4,M04,49
168,0,5,M05,11
168,0,6,M06,62
168,0,7,M07,56
168,0,8,M08,44
168,0,9,M09,21
169,8,0,M00,76
169,8,1,M01,69
169,8,2,M03,76
169,8,3,M05,51
169,8,4,M02,85
169,8,5,M09,11
169,8,6,M06,40
169,8,7,M07,89
169,8,8,M04,26
169,8,9,M08,74
170,7,0,M02,31
170,7,1,M00,86
170,7,2,M01,46
170,7,3,M05,74
170,7,4,M04,32
170,7,5,M06,88
170,7,6,M08,19
170,7,7,M09,48
170,7,8,M07,36
170,7,9,M03,79
171,8,0,M00,76
171,8,1,M01,69
171,8,2,M03,76
171,8,3,M05,51
171,8,4,M02,85
171,8,5,M09,11
171,8,6,M06,40
171,8,7,M07,89
171,8,8,M04,26
171,8,9,M08,74
172,6,0,M01,46
172,6,1,M00,37
172,6,2,M03,61
172,6,3,M02,13
172,6,4,M06,32
172,6,5,M05,21
172,6,6,M09,32
172,6,7,M08,89
172,6,8,M07,30
172,6,9,M04,55
173,3,0,M01,81
173,3,1,M02,95
173,3,2,M00,71
173,3,3,M04,99
173,3,4,M06,9
173,3,5,M08,52
173,3,6,M07,85
173,3,7,M03,98
173,3,8,M09,22
173,3,9,M05,43
174,2,0,M01,91
174,2,1,M00,85
174,2,2,M03,39
174,2,3,M02,74
174,2,4,M08,90
174,2,5,M05,10
174,2,6,M07,12
174,2,7,M06,89
174,2,8,M09,45
174,2,9,M04,33
175,4,0,M02,14
175,4,1,M00,6
175,4,2,M01,22
175,4,3,M05,61
175,4,4,M03,26
175,4,5,M04,69
175,4,6,M08,21
175,4,7,M07,49
175,4,8,M09,72
175,4,9,M06,53
176,1,0,M00,43
176,1,1,M02,90
176,1,2,M04,75
176,1,3,M09,11
176,1,4,M03,69
176,1,5,M01,28
176,1,6,M06,46
176,1,7,M05,46
176,1,8,M07,72
176,1,9,M08,30
177,9,0,M01,85
177,9,1,M00,13
177,9,2,M02,61
177,9,3,M06,7
177,9,4,M08,64
177,9,5,M09,76
177,9,6,M05,47
177,9,7,M03,52
177,9,8,M04,90
177,9,9,M07,45
178,5,0,M02,84
178,5,1,M01,2
178,5,2,M05,52
178,5,3,M03,95
178,5,4,M08,48
178,5,5,M09,72
178,5,6,M00,47
178,5,7,M06,65
178,5,8,M04,6
178,5,9,M07,25
179,0,0,M00,29
179,0,1,M01,78
179,0,2,M02,9
179,0,3,M03,36
179,0,4,M04,49
179,0,5,M05,11
179,0,6,M06,62
179,0,7,M07,56
179,0,8,M08,44
179,0,9,M09,21
180,2,0,M01,91
180,2,1,M00,85
180,2,2,M03,39
180,2,3,M02,74
180,2,4,M08,90
180,2,5,M05,10
180,2,6,M07,12
180,2,7,M06,89
180,2,8,M09,45
180,2,9,M04,33
181,4,0,M02,14
181,4,1,M00,6
181,4,2,M01,22
181,4,3,M05,61
181,4,4,M03,26
181,4,5,M04,69
181,4,6,M08,21
181,4,7,M07,49
181,4,8,M09,72
181,4,9,M06,53
182,7,0,M02,31
182,7,1,M00,86
182,7,2,M01,46
182,7,3,M05,74
182,7,4,M04,32
182,7,5,M06,88
182,7,6,M08,19
182,7,7,M09,48
182,7,8,M07,36
182,7,9,M03,79
183,0,0,M00,29
183,0,1,M01,78
183,0,2,M02,9
183,0,3,M03,36
183,0,4,M04,49
183,0,5,M05,11
183,0,6,M06,62
183,0,7,M07,56
183,0,8,M08,44
183,0,9,M09,21
184,1,0,M00,43
184,1,1,M02,90
184,1,2,M04,75
184,1,3,M09,11
184,1,4,M03,69
184,1,5,M01,28
184,1,6,M06,46
184,1,7,M05,46
184,1,8,M07,72
184,1,9,M08,30
185,6,0,M01,46
185,6,1,M00,37
185,6,2,M03,61
185,6,3,M02,13
185,6,4,M06,32
185,6,5,M05,21
185,6,6,M09,32
185,6,7,M08,89
185,6,8,M07,30
185,6,9,M04,55
186,5,0,M02,84
186,5,1,M01,2
186,5,2,M05,52
186,5,3,M03,95
186,5,4,M08,48
186,5,5,M09,72
186,5,6,M00,47
186,5,7,M06,65
186,5,8,M04,6
186,5,9,M07,25
187,8,0,M00,76
187,8,1,M01,69
187,8,2,M03,76
187,8,3,M05,51
187,8,4,M02,85
187,8,5,M09,11
187,8,6,M06,40
187,8,7,M07,89
187,8,8,M04,26
187,8,9,M08,74
188,3,0,M01,81
188,3,1,M02,95
188,3,2,M00,71
188,3,3,M04,99
188,3,4,M06,9
188,3,5,M08,52
188,3,6,M07,85
188,3,7,M03,98
188,3,8,M09,22
188,3,9,M05,43
189,9,0,M01,85
189,9,1,M00,13
189,9,2,M02,61
189,9,3,M06,7
189,9,4,M08,64
189,9,5,M09,76
189,9,6,M05,47
189,9,7,M03,52
189,9,8,M04,90
189,9,9,M07,45
190,5,0,M02,84
190,5,1,M01,2
190,5,2,M05,52
190,5,3,M03,95
190,5,4,M08,48
190,5,5,M09,72
190,5,6,M00,47
190,5,7,M06,65
190,5,8,M04,6
190,5,9,M07,25
191,9,0,M01,85
191,9,1,M00,13
191,9,2,M02,61
191,9,3,M06,7
191,9,4,M08,64
191,9,5,M09,76
191,9,6,M05,47
191,9,7,M03,52
191,9,8,M04,90
191,9,9,M07,45
192,4,0,M02,14
192,4,1,M00,6
192,4,2,M01,22
192,4,3,M05,61
192,4,4,M03,26
192,4,5,M04,69
192,4,6,M08,21
192,4,7,M07,49
192,4,8,M09,72
192,4,9,M06,53
193,6,0,M01,46
193,6,1,M00,37
193,6,2,M03,61
193,6,3,M02,13
193,6,4,M06,32
193,6,5,M05,21
193,6,6,M09,32
193,6,7,M08,89
193,6,8,M07,30
193,6,9,M04,55
194,2,0,M01,91
194,2,1,M00,85
194,2,2,M03,39
194,2,3,M02,74
194,2,4,M08,90
194,2,5,M05,10
194,2,6,M07,12
194,2,7,M06,89
194,2,8,M09,45
194,2,9,M04,33
195,8,0,M00,76
195,8,1,M01,69
195,8,2,M03,76
195,8,3,M05,51
195,8,4,M02,85
195,8,5,M09,11
195,8,6,M06,40
195,8,7,M07,89
195,8,8,M04,26
195,8,9,M08,74
196,0,0,M00,29
196,0,1,M01,78
196,0,2,M02,9
196,0,3,M03,36
196,0,4,M04,49
196,0,5,M05,11
196,0,6,M06,62
196,0,7,M07,56
196,0,8,M08,44
196,0,9,M09,21
197,7,0,M02,31
197,7,1,M00,86
197,7,2,M01,46
197,7,3,M05,74
197,7,4,M04,32
197,7,5,M06,88
197,7,6,M08,19
197,7,7,M09,48
197,7,8,M07,36
197,7,9,M03,79
198,1,0,M00,43
198,1,1,M02,90
198,1,2,M04,75
198,1,3,M09,11
198,1,4,M03,69
198,1,5,M01,28
198,1,6,M06,46
198,1,7,M05,46
198,1,8,M07,72
198,1,9,M08,30
199,3,0,M01,81
199,3,1,M02,95
199,3,2,M00,71
199,3,3,M04,99
199,3,4,M06,9
199,3,5,M08,52
199,3,6,M07,85
199,3,7,M03,98
199,3,8,M09,22
199,3,9,M05,43
200,6,0,M01,46
200,6,1,M00,37
200,6,2,M03,61
200,6,3,M02,13
200,6,4,M06,32
200,6,5,M05,21
200,6,6,M09,32
200,6,7,M08,89
200,6,8,M07,30
200,6,9,M04,55
201,0,0,M00,29
201,0,1,M01,78
201,0,2,M02,9
201,0,3,M03,36
201,0,4,M04,49
201,0,5,M05,11
201,0,6,M06,62
201,0,7,M07,56
201,0,8,M08,44
201,0,9,M09,21
202,5,0,M02,84
202,5,1,M01,2
202,5,2,M05,52
202,5,3,M03,95
202,5,4,M08,48
202,5,5,M09,72
202,5,6,M00,47
202,5,7,M06,65
202,5,8,M04,6
202,5,9,M07,25
203,8,0,M00,76
203,8,1,M01,69
203,8,2,M03,76
203,8,3,M05,51
203,8,4,M02,85
203,8,5,M09,11
203,8,6,M06,40
203,8,7,M07,89
203,8,8,M04,26
203,8,9,M08,74
204,3,0,M01,81
204,3,1,M02,95
204,3,2,M00,71
204,3,3,M04,99
204,3,4,M06,9
204,3,5,M08,52
204,3,6,M07,85
204,3,7,M03,98
204,3,8,M09,22
204,3,9,M05,43
205,1,0,M00,43
205,1,1,M02,90
205,1,2,M04,75
205,1,3,M09,11
205,1,4,M03,69
205,1,5,M01,28
205,1,6,M06,46
205,1,7,M05,46
205,1,8,M07,72
205,1,9,M08,30
206,7,0,M02,31
206,7,1,M00,86
206,7,2,M01,46
206,7,3,M05,74
206,7,4,M04,32
206,7,5,M06,88
206,7,6,M08,19
206,7,7,M09,48
206,7,8,M07,36
206,7,9,M03,79
207,2,0,M01,91
207,2,1,M00,85
207,2,2,M03,39
207,2,3,M02,74
207,2,4,M08,90
207,2,5,M05,10
207,2,6,M07,12
207,2,7,M06,89
207,2,8,M09,45
207,2,9,M04,33
208,9,0,M01,85
208,9,1,M00,13
208,9,2,M02,61
208,9,3,M06,7
208,9,4,M08,64
208,9,5,M09,76
208,9,6,M05,47
208,9,7,M03,52
208,9,8,M04,90
208,9,9,M07,45
209,4,0,M02,14
209,4,1,M00,6
209,4,2,M01,22
209,4,3,M05,61
209,4,4,M03,26
209,4,5,M04,69
209,4,6,M08,21
209,4,7,M07,49
209,4,8,M09,72
209,4,9,M06,53
210,1,0,M00,43
210,1,1,M02,90
210,1,2,M04,75
210,1,3,M09,11
210,1,4,M03,69
210,1,5,M01,28
210,1,6,M06,46
210,1,7,M05,46
210,1,8,M07,72
210,1,9,M08,30
211,0,0,M00,29
211,0,1,M01,78
211,0,2,M02,9
211,0,3,M03,36
211,0,4,M04,49
211,0,5,M05,11
211,0,6,M06,62
211,0,7,M07,56
211,0,8,M08,44
211,0,9,M09,21
212,9,0,M01,85
212,9,1,M00,13
212,9,2,M02,61
212,9,3,M06,7
212,9,4,M08,64
212,9,5,M09,76
212,9,6,M05,47
212,9,7,M03,52
212,9,8,M04,90
212,9,9,M07,45
213,4,0,M02,14
213,4,1,M00,6
213,4,2,M01,22
213,4,3,M05,61
213,4,4,M03,26
213,4,5,M04,69
213,4,6,M08,21
213,4,7,M07,49
213,4,8,M09,72
213,4,9,M06,53
214,5,0,M02,84
214,5,1,M01,2
214,5,2,M05,52
214,5,3,M03,95
214,5,4,M08,48
214,5,5,M09,72
214,5,6,M00,47
214,5,7,M06,65
214,5,8,M04,6
214,5,9,M07,25
215,8,0,M00,76
215,8,1,M01,69
215,8,2,M03,76
215,8,3,M05,51
215,8,4,M02,85
215,8,5,M09,11
215,8,6,M06,40
215,8,7,M07,89
215,8,8,M04,26
215,8,9,M08,74
216,6,0,M01,46
216,6,1,M00,37
216,6,2,M03,61
216,6,3,M02,13
216,6,4,M06,32
216,6,5,M05,21
216,6,6,M09,32
216,6,7,M08,89
216,6,8,M07,30
216,6,9,M04,55
217,3,0,M01,81
217,3,1,M02,95
217,3,2,M00,71
217,3,3,M04,99
217,3,4,M06,9
217,3,5,M08,52
217,3,6,M07,85
217,3,7,M03,98
217,3,8,M09,22
217,3,9,M05,43
218,2,0,M01,91
218,2,1,M00,85
218,2,2,M03,39
218,2,3,M02,74
218,2,4,M08,90
218,2,5,M05,10
218,2,6,M07,12
218,2,7,M06,89
218,2,8,M09,45
218,2,9,M04,33
219,7,0,M02,31
219,7,1,M00,86
219,7,2,M01,46
219,7,3,M05,74
219,7,4,M04,32
219,7,5,M06,88
219,7,6,M08,19
219,7,7,M09,48
219,7,8,M07,36
219,7,9,M03,79
220,0,0,M00,29
220,0,1,M01,78
220,0,2,M02,9
220,0,3,M03,36
220,0,4,M04,49
220,0,5,M05,11
220,0,6,M06,62
220,0,7,M07,56
220,0,8,M08,44
220,0,9,M09,21
221,5,0,M02,84
221,5,1,M01,2
221,5,2,M05,52
221,5,3,M03,95
221,5,4,M08,48
221,5,5,M09,72
221,5,6,M00,47
221,5,7,M06,65
221,5,8,M04,6
221,5,9,M07,25
222,4,0,M02,14
222,4,1,M00,6
222,4,2,M01,22
222,4,3,M05,61
222,4,4,M03,26
222,4,5,M04,69
222,4,6,M08,21
222,4,7,M07,49
222,4,8,M09,72
222,4,9,M06,53
223,8,0,M00,76
223,8,1,M01,69
223,8,2,M03,76
223,8,3,M05,51
223,8,4,M02,85
223,8,5,M09,11
223,8,6,M06,40
223,8,7,M07,89
223,8,8,M04,26
223,8,9,M08,74
224,3,0,M01,81
224,3,1,M02,95
224,3,2,M00,71
224,3,3,M04,99
224,3,4,M06,9
224,3,5,M08,52
224,3,6,M07,85
224,3,7,M03,98
224,3,8,M09,22
224,3,9,M05,43
225,7,0,M02,31
225,7,1,M00,86
225,7,2,M01,46
225,7,3,M05,74
225,7,4,M04,32
225,7,5,M06,88
225,7,6,M08,19
225,7,7,M09,48
225,7,8,M07,36
225,7,9,M03,79
226,6,0,M01,46
226,6,1,M00,37
226,6,2,M03,61
226,6,3,M02,13
226,6,4,M06,32
226,6,5,M05,21
226,6,6,M09,32
226,6,7,M08,89
226,6,8,M07,30
226,6,9,M04,55
227,1,0,M00,43
227,1,1,M02,90
227,1,2,M04,75
227,1,3,M09,11
227,1,4,M03,69
227,1,5,M01,28
227,1,6,M06,46
227,1,7,M05,46
227,1,8,M07,72
227,1,9,M08,30
228,2,0,M01,91
228,2,1,M00,85
228,2,2,M03,39
228,2,3,M02,74
228,2,4,M08,90
228,2,5,M05,10
228,2,6,M07,12
228,2,7,M06,89
228,2,8,M09,45
228,2,9,M04,33
229,9,0,M01,85
229,9,1,M00,13
229,9,2,M02,61
229,9,3,M06,7
229,9,4,M08,64
229,9,5,M09,76
229,9,6,M05,47
229,9,7,M03,52
229,9,8,M04,90
229,9,9,M07,45
230,1,0,M00,43
230,1,1,M02,90
230,1,2,M04,75
230,1,3,M09,11
230,1,4,M03,69
230,1,5,M01,28
230,1,6,M06,46
230,1,7,M05,46
230,1,8,M07,72
230,1,9,M08,30
231,8,0,M00,76
231,8,1,M01,69
231,8,2,M03,76
231,8,3,M05,51
231,8,4,M02,85
231,8,5,M09,11
231,8,6,M06,40
231,8,7,M07,89
231,8,8,M04,26
231,8,9,M08,74
232,6,0,M01,46
232,6,1,M00,37
232,6,2,M03,61
232,6,3,M02,13
232,6,4,M06,32
232,6,5,M05,21
232,6,6,M09,32
232,6,7,M08,89
232,6,8,M07,30
232,6,9,M04,55
233,5,0,M02,84
233,5,1,M01,2
233,5,2,M05,52
233,5,3,M03,95
233,5,4,M08,48
233,5,5,M09,72
233,5,6,M00,47
233,5,7,M06,65
233,5,8,M04,6
233,5,9,M07,25
234,0,0,M00,29
234,0,1,M01,78
234,0,2,M02,9
234,0,3,M03,36
234,0,4,M04,49
234,0,5,M05,11
234,0,6,M06,62
234,0,7,M07,56
234,0,8,M08,44
234,0,9,M09,21
235,3,0,M01,81
235,3,1,M02,95
235,3,2,M00,71
235,3,3,M04,99
235,3,4,M06,9
235,3,5,M08,52
235,3,6,M07,85
235,3,7,M03,98
235,3,8,M09,22
235,3,9,M05,43
236,2,0,M01,91
236,2,1,M00,85
236,2,2,M03,39
236,2,3,M02,74
236,2,4,M08,90
236,2,5,M05,10
236,2,6,M07,12
236,2,7,M06,89
236,2,8,M09,45
236,2,9,M04,33
237,4,0,M02,14
237,4,1,M00,6
237,4,2,M01,22
237,4,3,M05,61
237,4,4,M03,26
237,4,5,M04,69
237,4,6,M08,21
237,4,7,M07,49
237,4,8,M09,72
237,4,9,M06,53
238,9,0,M01,85
238,9,1,M00,13
238,9,2,M02,61
238,9,3,M06,7
238,9,4,M08,64
238,9,5,M09,76
238,9,6,M05,47
238,9,7,M03,52
238,9,8,M04,90
238,9,9,M07,45
239,7,0,M02,31
239,7,1,M00,86
239,7,2,M01,46
239,7,3,M05,74
239,7,4,M04,32
239,7,5,M06,88
239,7,6,M08,19
239,7,7,M09,48
239,7,8,M07,36
239,7,9,M03,79
240,2,0,M01,91
240,2,1,M00,85
240,2,2,M03,39
240,2,3,M02,74
240,2,4,M08,90
240,2,5,M05,10
240,2,6,M07,12
240,2,7,M06,89
240,2,8,M09,45
240,2,9,M04,33
241,9,0,M01,85
241,9,1,M00,13
241,9,2,M02,61
241,9,3,M06,7
241,9,4,M08,64
241,9,5,M09,76
241,9,6,M05,47
241,9,7,M03,52
241,9,8,M04,90
241,9,9,M07,45
242,3,0,M01,81
242,3,1,M02,95
242,3,2,M00,71
242,3,3,M04,99
242,3,4,M06,9
242,3,5,M08,52
242,3,6,M07,85
242,3,7,M03,98
242,3,8,M09,22
242,3,9,M05,43
243,8,0,M00,76
243,8,1,M01,69
243,8,2,M03,76
243,8,3,M05,51
243,8,4,M02,85
243,8,5,M09,11
243,8,6,M06,40
243,8,7,M07,89
243,8,8,M04,26
243,8,9,M08,74
244,0,0,M00,29
244,0,1,M01,78
244,0,2,M02,9
244,0,3,M03,36
244,0,4,M04,49
244,0,5,M05,11
244,0,6,M06,62
244,0,7,M07,56
244,0,8,M08,44
244,0,9,M09,21
245,5,0,M02,84
245,5,1,M01,2
245,5,2,M05,52
245,5,3,M03,95
245,5,4,M08,48
245,5,5,M09,72
245,5,6,M00,47
245,5,7,M06,65
245,5,8,M04,6
245,5,9,M07,25
246,4,0,M02,14
246,4,1,M00,6
246,4,2,M01,22
246,4,3,M05,61
246,4,4,M03,26
246,4,5,M04,69
246,4,6,M08,21
246,4,7,M07,49
246,4,8,M09,72
246,4,9,M06,53
247,6,0,M01,46
247,6,1,M00,37
247,6,2,M03,61
247,6,3,M02,13
247,6,4,M06,32
247,6,5,M05,21
247,6,6,M09,32
247,6,7,M08,89
247,6,8,M07,30
247,6,9,M04,55
248,1,0,M00,43
248,1,1,M02,90
248,1,2,M04,75
248,1,3,M09,11
248,1,4,M03,69
248,1,5,M01,28
248,1,6,M06,46
248,1,7,M05,46
248,1,8,M07,72
248,1,9,M08,30
249,7,0,M02,31
249,7,1,M00,86
249,7,2,M01,46
249,7,3,M05,74
249,7,4,M04,32
249,7,5,M06,88
249,7,6,M08,19
249,7,7,M09,48
249,7,8,M07,36
249,7,9,M03,79
250,0,0,M00,29
250,0,1,M01,78
250,0,2,M02,9
250,0,3,M03,36
250,0,4,M04,49
250,0,5,M05,11
250,0,6,M06,62
250,0,7,M07,56
250,0,8,M08,44
250,0,9,M09,21
251,5,0,M02,84
251,5,1,M01,2
251,5,2,M05,52
251,5,3,M03,95
251,5,4,M08,48
251,5,5,M09,72
251,5,6,M00,47
251,5,7,M06,65
251,5,8,M04,6
251,5,9,M07,25
252,2,0,M01,91
252,2,1,M00,85
252,2,2,M03,39
252,2,3,M02,74
252,2,4,M08,90
252,2,5,M05,10
252,2,6,M07,12
252,2,7,M06,89
252,2,8,M09,45
252,2,9,M04,33
253,9,0,M01,85
253,9,1,M00,13
253,9,2,M02,61
253,9,3,M06,7
253,9,4,M08,64
253,9,5,M09,76
253,9,6,M05,47
